id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text
59957,2024-04-18 09:26:03+00:00,"#Газ
**В отличие от рынка нефти, на рынке газа США способны вытеснить Россию с рынка** — Федор Наумов, PFL Advisors на вебинаре Мосбиржи по нефтегазовой отрасли 

В Европу США уже поставляют больше, чем Россия.

Мощности СПГ США втрое превышают мощности СПГ РФ","['NVTK', 'GAZP']",[],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,"Газ В отличие от рынка нефти, на рынке газа США способны вытеснить Россию с рынка Федор Наумов, PFL Advisors на вебинаре Мосбиржи по нефтегазовой отрасли В Европу США уже поставляют больше, чем Россия. Мощности СПГ США втрое превышают мощности СПГ РФ"
59958,2024-04-18 09:29:09+00:00,"#Нефтянка #Газ
Акции нефтяников выглядят привлекательнее газовых компаний по трем параметрам:

• Риск санкций
• Дивдоходность
• Мультипликатор P/E

Федор Наумов, PFL Advisors на вебинаре Мосбиржи по нефтегазовой отрасли 
#ROSN #LKOH #SIBN #TATN #GAZP #NVTK","['SIBN', 'LKOH', 'NVTK', 'TATN', 'ROSN', 'GAZP']","['ROSN', 'LKOH', 'SIBN', 'TATN', 'GAZP', 'NVTK']","['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,company_specific,"Нефтянка Газ Акции нефтяников выглядят привлекательнее газовых компаний по трем параметрам: Риск санкций Дивдоходность Мультипликатор PE Федор Наумов, PFL Advisors на вебинаре Мосбиржи по нефтегазовой отрасли ROSN LKOH SIBN TATN GAZP NVTK"
59959,2024-04-18 09:36:17+00:00,"#Нефтянка #Газ
Сравнение нефтяного и газового секторов РФ — PFL Advisors","['NVTK', 'GAZP']",[],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,Нефтянка Газ Сравнение нефтяного и газового секторов РФ PFL Advisors
59963,2024-04-18 10:52:23+00:00,"#Газ
**📊**** Планы по вводу СПГ терминалов в мире**

Только за 2025 год США планируют ввести мощностей на 25 млн тонн.

Пик ввода мощностей планируется на 2026 год — в мире будет введено 70 млн тонн.

Для сравнения, весь экспорт СПГ РФ в 2023 году составил 32.6 млн тонн","['NVTK', 'GAZP']",[],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,"Газ Планы по вводу СПГ терминалов в мире Только за 2025 год США планируют ввести мощностей на 25 млн тонн. Пик ввода мощностей планируется на 2026 год в мире будет введено 70 млн тонн. Для сравнения, весь экспорт СПГ РФ в 2023 году составил 32.6 млн тонн"
59966,2024-04-18 11:07:14+00:00,"#Газ
**🌏**** Goldman Sachs считает, что вал предложения СПГ на рынках в 2025-2028 годах от США и Катара придавит цены на мировом рынке газа к уровням операционной безубыточности СПГ терминалов.**

Это означает, что цена газа в Европе будет не $300-350 за тыс. м3, а $150-250 за тыс. м3.

🤔 __Даже Газпром по трубе в Китай продает дороже__","['NVTK', 'GAZP', 'SIBN']",[],"['GAZP', 'NVTK', 'SIBN']",True,GAZP,Газпром,нефтегаз,industry,"Газ Goldman Sachs считает, что вал предложения СПГ на рынках в 2025-2028 годах от США и Катара придавит цены на мировом рынке газа к уровням операционной безубыточности СПГ терминалов. Это означает, что цена газа в Европе будет не 300-350 за тыс. м3, а 150-250 за тыс. м3. Даже Газпром по трубе в Китай продает дороже"
59969,2024-04-18 12:13:01+00:00,"#SNGS #SNGSP
**СД Сургутнефтегаза 22 апреля рассмотрит вопросы ГОСА** — Интерфакс","['NVTK', 'SNGS', 'GAZP']",['SNGS'],"['GAZP', 'SNGS', 'NVTK']",False,GAZP,Газпром,нефтегаз,industry,SNGS SNGSP СД Сургутнефтегаза 22 апреля рассмотрит вопросы ГОСА Интерфакс
59993,2024-04-19 08:40:38+00:00,"#Нефтянка #Газ
🛢**  Нефтегазовая отрасль 2024 — презентация Федора Наумова из PFL Advisors **— [Мосбиржа](https://fs.moex.com/f/20024/neftegazovaja-otrasl-2024-den-analitika-pfl-advi.pdf)

Главное:
• **Акции нефтяников выглядят привлекательнее газовых компаний** из-за низкого риска санкций, более высоких дивидендов и привлекательных мультипликаторов

**• США не способны вытеснить Россию с нефтяного рынка в ближайшее десятилетие**, но уже делают это на рынке газа. 

**• Экспорт нефти успешно перенаправлен в Индию и Китай.** Сделать то же самое с газом сложнее: нужны газовозы, капвложения и договоренности.","['NVTK', 'GAZP']",[],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,"Нефтянка Газ Нефтегазовая отрасль 2024 презентация Федора Наумова из PFL Advisors Мосбиржа( Главное: Акции нефтяников выглядят привлекательнее газовых компаний из-за низкого риска санкций, более высоких дивидендов и привлекательных мультипликаторов США не способны вытеснить Россию с нефтяного рынка в ближайшее десятилетие, но уже делают это на рынке газа. Экспорт нефти успешно перенаправлен в Индию и Китай. Сделать то же самое с газом сложнее: нужны газовозы, капвложения и договоренности."
59994,2024-04-19 08:55:15+00:00,"#Газ #NVTK
**Общая мощность по производству СПГ в США удвоится к 2027 году 

В 2024-2027 гг. мощности будут увеличиваться на 97.5 млн т в год за счет реализации новых проектов** — подсчеты S&P Global Platts. 

Речь идет о **проектах, которые уже находятся в стадии строительства и которые точно не подпадут под экспортные ограничения**, объявленные Администрацией Джозефа Байдена в 2024 г.

Для сравнения: по данным Global Energy Monitor, к февралю 2024 г. в США действовало 45 технологических линий по производству СПГ общей мощностью 92,9 млн т в год. **Тем самым мощности по производству СПГ в США к 2027 г. увеличатся вдвое.**","['GAZP', 'NVTK']",['NVTK'],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,"Газ NVTK Общая мощность по производству СПГ в США удвоится к 2027 году В 2024-2027 гг. мощности будут увеличиваться на 97.5 млн т в год за счет реализации новых проектов подсчеты SP Global Platts. Речь идет о проектах, которые уже находятся в стадии строительства и которые точно не подпадут под экспортные ограничения, объявленные Администрацией Джозефа Байдена в 2024 г. Для сравнения: по данным Global Energy Monitor, к февралю 2024 г. в США действовало 45 технологических линий по производству СПГ общей мощностью 92,9 млн т в год. Тем самым мощности по производству СПГ в США к 2027 г. увеличатся вдвое."
59996,2024-04-19 09:39:57+00:00,"©️ ИДЕЯ ©️
**⭐️ Short фьючерс Новатэк⭐️

Тикер фьючерса: NOTK-6.24 (NKM4)
Цель: 115 000 рублей (+14.5%)
Текущая цена: 131 715 руб
Срок: июнь 2024

🧠 Мозговой центр Сигналов РЦБ ожидает увеличения санкционного давления на** **СПГ-проекты Новатэка**:**

**1/ 6-9 июня состоятся выборы в Европарламент, после них может быть принят новый пакет европейских санкций. Мозговой центр сигналов предполагает, что под европейские санкции попадет российский СПГ: Европа согласует план полного отказа от СПГ из России.
__
В 2023 году Европа была __[основным](https://t.me/AK47pfl/17149)__ рынком сбыта для проекта Ямал СПГ Новатэка: он направлял в Европу 70% сжижаемого газа. 
__
__В марте этого года ЕС __[__заявляли__](https://www.kommersant.ru/doc/6578538)__ о своем желании сократить поставки СПГ из России уже в 2024 году.__

2/ В 2024 и 2025 года США [запустят](https://t.me/cbrstocks/59963) примерно столько же СПГ мощностей, сколько есть у России. Роль российского СПГ в мире станет минимальной и это позволит США санкционировать даже действующие российские СПГ проекты - прежде всего, Ямал СПГ Новатэка. Об этом уже [прямо говорят](https://t.me/AK47pfl/17458) российские нефтегазовые эксперты.

__Ранее США ввели санкции против Арктик СПГ-2 (строящегося терминала Новатэка) и против ряда других российских компаний, вовлеченных в СПГ отрасль (например, против Звезды - верфи, строящей газовозы для Новатэка).__

#Идея #NVTK
[Дисклеймер](https://t.me/cbrstocks/5296) @cbrstocks","['GAZP', 'NVTK']",['NVTK'],"['GAZP', 'NVTK']",False,GAZP,Газпром,нефтегаз,industry,"ИДЕЯ Short фьючерс Новатэк Тикер фьючерса: NOTK-6.24 (NKM4) Цель: 115 000 рублей (14.5) Текущая цена: 131 715 руб Срок: июнь 2024 Мозговой центр Сигналов РЦБ ожидает увеличения санкционного давления на СПГ-проекты Новатэка: 1 6-9 июня состоятся выборы в Европарламент, после них может быть принят новый пакет европейских санкций. Мозговой центр сигналов предполагает, что под европейские санкции попадет российский СПГ: Европа согласует план полного отказа от СПГ из России. __ В 2023 году Европа была основным( рынком сбыта для проекта Ямал СПГ Новатэка: он направлял в Европу 70 сжижаемого газа. __ В марте этого года ЕС заявляли( о своем желании сократить поставки СПГ из России уже в 2024 году. 2 В 2024 и 2025 года США запустят( примерно столько же СПГ мощностей, сколько есть у России. Роль российского СПГ в мире станет минимальной и это позволит США санкционировать даже действующие российские СПГ проекты - прежде всего, Ямал СПГ Новатэка. Об этом уже прямо говорят( российские нефтегазовые эксперты. Ранее США ввели санкции против Арктик СПГ-2 (строящегося терминала Новатэка) и против ряда других российских компаний, вовлеченных в СПГ отрасль (например, против Звезды - верфи, строящей газовозы для Новатэка). Идея NVTK Дисклеймер( cbrstocks"
59997,2024-04-19 09:43:40+00:00,"#Газ #NVTK
Новатэк проигрывает конкуренцию по доставке СПГ в Китай: другие страны предлагают более быструю доставку и меньшие затраты на логистику

В Европу танкер с СПГ Новатэка может идти ~10 дней. В Китай через СевМорПуть — 15 дней, но для экспорта нужны танкеры ледового класса. 

Альтернативный маршрут займёт целых 36 дней — это значит, что **для транспортировки СПГ понадобится в 3-7 раз больше газовозов.**

Рынок газовозов в тоннаже примерно в 5 раз меньше, чем рынок танкеров. Для постройки газовоза нужна экспертиза, а СПГ танкер арктического класса — зачастую уникальные проекты, которые производятся в единичных экземплярах.","['GAZP', 'NVTK']",['NVTK'],"['GAZP', 'NVTK']",True,GAZP,Газпром,нефтегаз,industry,"Газ NVTK Новатэк проигрывает конкуренцию по доставке СПГ в Китай: другие страны предлагают более быструю доставку и меньшие затраты на логистику В Европу танкер с СПГ Новатэка может идти 10 дней. В Китай через СевМорПуть 15 дней, но для экспорта нужны танкеры ледового класса. Альтернативный маршрут займёт целых 36 дней это значит, что для транспортировки СПГ понадобится в 3-7 раз больше газовозов. Рынок газовозов в тоннаже примерно в 5 раз меньше, чем рынок танкеров. Для постройки газовоза нужна экспертиза, а СПГ танкер арктического класса зачастую уникальные проекты, которые производятся в единичных экземплярах."
