id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text
59814,2024-04-15 05:41:36+00:00,"#IPO #SPBE #AFKS
**ГК Элемент выбрала СПБ Биржу для проведения IPO** — РБК

Элемент — крупнейший производитель российской микроэлектроники. Компания была создана в 2019 году на базе активов АФК Системы и Ростеха.

Компания рассчитывает получить оценку в 100-150 млрд рублей и планирует привлечь 10-15 млрд рублей для финансирования масштабной инвестпрограммы.",['AFKS'],['AFKS'],[],False,AFKS,"АФК ""Система""",конгломерат,company_specific,IPO SPBE AFKS ГК Элемент выбрала СПБ Биржу для проведения IPO РБК Элемент крупнейший производитель российской микроэлектроники. Компания была создана в 2019 году на базе активов АФК Системы и Ростеха. Компания рассчитывает получить оценку в 100-150 млрд рублей и планирует привлечь 10-15 млрд рублей для финансирования масштабной инвестпрограммы.
59843,2024-04-15 16:02:03+00:00,"#SGZH #AFKS
**Новым финдиректором Сегежи назначен исполнительный директор по корпоративным финансам АФК Системы**",['AFKS'],['AFKS'],[],False,AFKS,"АФК ""Система""",конгломерат,company_specific,SGZH AFKS Новым финдиректором Сегежи назначен исполнительный директор по корпоративным финансам АФК Системы
60083,2024-04-23 10:39:38+00:00,"#SBER #AFKS
Сбер выкупил у АФК Системы долю 40% в аэропорту Горно-Алтайска","['AFKS', 'SBER']","['SBER', 'AFKS']",['SBER'],False,AFKS,"АФК ""Система""",конгломерат,company_specific,SBER AFKS Сбер выкупил у АФК Системы долю 40 в аэропорту Горно-Алтайска
60151,2024-04-24 15:01:14+00:00,"#SGZH 
⚡️ **АФК Система готова при необходимости оказать поддержку Сегеже для решения проблем с долгом — менеджмент** — Интерфакс",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,SGZH АФК Система готова при необходимости оказать поддержку Сегеже для решения проблем с долгом менеджмент Интерфакс
60185,2024-04-25 10:41:08+00:00,"#AFKS #SGZH 
️АФК ""Система"" не исключает докапитализацию Segezha, параметров пока нет — Евтушенков",['AFKS'],['AFKS'],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,company_specific,"AFKS SGZH АФК ""Система"" не исключает докапитализацию Segezha, параметров пока нет Евтушенков"
60226,2024-04-26 07:59:02+00:00,"#SMLT
**Стоимость покупки банка Система Самолетом составила почти 1.5 млрд руб** — отчёт компании

На дату утверждения консолидированной финансовой отчетности группы оценка эффекта от объединения бизнесов не завершена — компания

__Предполагается, что Система будет переименована в Самолёт банк__",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"SMLT Стоимость покупки банка Система Самолетом составила почти 1.5 млрд руб отчёт компании На дату утверждения консолидированной финансовой отчетности группы оценка эффекта от объединения бизнесов не завершена компания Предполагается, что Система будет переименована в Самолёт банк"
60489,2024-05-08 06:50:03+00:00,"#SOFL #POSI #ASTR #DIAS
**Инвестиции в российские ИТ-разработки в 2025-30 гг должны расти вдвое выше ВВП - указ Путина** — Интерфакс

Предусмотрен переход к 2030 году не менее 80% российских организаций ключевых отраслей экономики на использование базового и прикладного российского ПО в системах, обеспечивающих основные производственные и управленческие процессы.

К 2030 году доля использования российского ПО в госорганах, госкорпорациях, госкомпаниях, а также организациях, в которых государству принадлежит более 50%, должна составлять 95%.

Согласно указу, к 2030 году доля предоставления массовых социально значимых государственных и муниципальных услуг в электронной форме должна составлять 99%.",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"SOFL POSI ASTR DIAS Инвестиции в российские ИТ-разработки в 2025-30 гг должны расти вдвое выше ВВП - указ Путина Интерфакс Предусмотрен переход к 2030 году не менее 80 российских организаций ключевых отраслей экономики на использование базового и прикладного российского ПО в системах, обеспечивающих основные производственные и управленческие процессы. К 2030 году доля использования российского ПО в госорганах, госкорпорациях, госкомпаниях, а также организациях, в которых государству принадлежит более 50, должна составлять 95. Согласно указу, к 2030 году доля предоставления массовых социально значимых государственных и муниципальных услуг в электронной форме должна составлять 99."
60499,2024-05-08 10:21:27+00:00,"#SOFL
**ГК Softline начинает партнерство с разработчиком российских ИИ-решений MTS AI **— [компания](https://softline.ru/about/news/gk-softline-nachinaet-partnerstvo-s-razrabotchikom-rossiyskikh-ii-resheniy-mts-ai)

Сотрудничество направлено на развитие ИИ-рынка в России путем консолидирования экспертизы вендора и интегратора.

В рамках партнерства в продуктовый портфель ГК Softline были добавлены четыре основных решения вендора: платформа распознавания и синтеза речи Audiogram; сервис для анализа коммуникации WordPulse; интеллектуальная система видеонаблюдения и аналитики TenVision; большая языковая модель Cotype.",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,SOFL ГК Softline начинает партнерство с разработчиком российских ИИ-решений MTS AI компания( Сотрудничество направлено на развитие ИИ-рынка в России путем консолидирования экспертизы вендора и интегратора. В рамках партнерства в продуктовый портфель ГК Softline были добавлены четыре основных решения вендора: платформа распознавания и синтеза речи Audiogram; сервис для анализа коммуникации WordPulse; интеллектуальная система видеонаблюдения и аналитики TenVision; большая языковая модель Cotype.
60545,2024-05-13 05:41:43+00:00,"#NVTK
**Поставщиком газовых турбин для строящейся второй линии Арктик СПГ-2 НОВАТЭКа могут стать «Силовые машины» Алексея Мордашова** — Коммерсантъ

НОВАТЭК вновь изменил состав ключевого оборудования для энергоснабжения строящегося завода «Арктик СПГ-2». Вместо покупки машин у китайской Harbin Guanghan Gas Turbine, которая может не уложиться в сроки, компания заказала для энергоснабжения второй линии завода три ГТЭ-170 у «Силовых машин». Однако ГТЭ-170 обладают меньшей маневренностью, что создает больше рисков при работе в изолированных энергосистемах","['AFKS', 'GAZP', 'NVTK']",['NVTK'],"['GAZP', 'NVTK', 'AFKS']",False,AFKS,"АФК ""Система""",конгломерат,industry,"NVTK Поставщиком газовых турбин для строящейся второй линии Арктик СПГ-2 НОВАТЭКа могут стать Силовые машины Алексея Мордашова Коммерсантъ НОВАТЭК вновь изменил состав ключевого оборудования для энергоснабжения строящегося завода Арктик СПГ-2. Вместо покупки машин у китайской Harbin Guanghan Gas Turbine, которая может не уложиться в сроки, компания заказала для энергоснабжения второй линии завода три ГТЭ-170 у Силовых машин. Однако ГТЭ-170 обладают меньшей маневренностью, что создает больше рисков при работе в изолированных энергосистемах"
60715,2024-05-16 07:58:12+00:00,"#AFKS
Холдинговая компания ""Элемента"" (созлана на базе Ростеха и АФК Системы) преобразована в ПАО в преддверии возможного IPO — Интерфакс",['AFKS'],['AFKS'],[],False,AFKS,"АФК ""Система""",конгломерат,company_specific,"AFKS Холдинговая компания ""Элемента"" (созлана на базе Ростеха и АФК Системы) преобразована в ПАО в преддверии возможного IPO Интерфакс"
