id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type
54475,2025-03-27,"ЛУКОЙЛ может привлечь до 20 млрд юаней у дочерней структуры.

[kommersant.ru](https://www.kommersant.ru/?from=logo)",['LKOH'],[],['LKOH'],False,LKOH,Лукойл,нефть,industry
54443,2025-03-26,"**Компания «Лукойл» подверглась масштабной хакерской атаке:**

● Компании пришлось срочно отключить работу всех систем. 

● Сотрудники не могут включить свои ПК, а клиенты заправок не могут оплатить топливо.

[ura.news](https://ura.news/news/1052908217)",['LKOH'],[],['LKOH'],False,LKOH,Лукойл,нефть,industry
53612,2025-03-10,"**Лукойл (LKOH): +6.2% с начала 2024 года**

​[headlines_for_traders](https://t.me/headlines_for_traders)
#разбор_полётов",['LKOH'],[],['LKOH'],True,LKOH,Лукойл,нефть,industry
52324,2025-02-13,"❕ Движения >5% по итогам вчерашнего дня:

   `TGKA    ТГК-1       +10.34%`
   `NVTK    Новатэк ао   +9.37%`
   `LEAS    Европлан     +8.60%`
   `UPRO    Юнипро ао    +8.29%`
   `GAZP    ГАЗПРОМ ао   +8.13%`
   `VTBR    ВТБ ао       +7.34%`
   `AFLT    Аэрофлот     +7.30%`
   `ROSN    Роснефть     +7.23%`
   `FLOT    Совкомфлот   +6.91%`
   `SBERP   Сбербанк-п   +6.79%`
   `SBER    Сбербанк     +6.78%`
   `RTKM    Ростел -ао   +6.50%`
   `T       Т-Техно ао   +6.21%`
   `MTSS    МТС-ао       +6.05%`
   `MOEX    МосБиржа     +5.96%`
   `TRNFP   Транснф ап   +5.86%`
   `CHMF    СевСт-ао     +5.76%`
   `TATNP   Татнфт 3ап   +5.68%`
   `LKOH    ЛУКОЙЛ       +5.57%`
   `MTLRP   Мечел ап     +5.52%`

__* среди российских акций 1 эшелона с учётом вечерней сессии__","['LKOH', 'MTSS', 'VTBR', 'ROSN', 'NVTK']",[],"['LKOH', 'MTSS', 'NVTK', 'ROSN', 'VTBR']",False,LKOH,Лукойл,нефть,industry
52208,2025-02-11,"Египет разрешит Лукойлу разработку нефтяного участка в Суэцком заливе.

[almalnews.com](https://almalnews.com/premium/الحكومة-تمنح-لوك-أويل-الروسية-حقوق-ا/)",['LKOH'],[],['LKOH'],False,LKOH,Лукойл,нефть,industry
51478,2025-01-26,"**Студенческий портфель MOEX*:**

● Сбербанк
● Роснефть
● Газпром
● ВТБ
● Лукойл
● Новатэк
● Татнефть
● ММК
● Яндекс
● Мосбиржа

[t.me](https://t.me/MoscowExchangeOfficial/3218)
__* топ акций в портфеле российских студентов__","['LKOH', 'TATN', 'VTBR', 'ROSN', 'MAGN', 'NVTK']",[],"['LKOH', 'MAGN', 'NVTK', 'ROSN', 'TATN', 'VTBR']",False,LKOH,Лукойл,нефть,industry
51144,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● На 2025 год мне интересны Яндекс, Т-Технологии и Сбер даже по текущим ценам.
● У Роснефти есть драйвер роста к 2027 году — Восток Ойл, но в ближайшие полгода она не привлекательна.
● У таких компаний, как Лукойл и Роснефть, роста на 50–60% в случае перемирия не будет, в отличии от Юнипро и СПБ-Биржи, которые могут показать и больший рост. 

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=fvuu7jaG0qs1h4FK&t=1110)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,LKOH,Лукойл,нефть,industry
51142,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● Рынок долга работает с горизонтом от года, и доходности ОФЗ уже снизились до 15–17%..
● Инвесторы начали сравнивать доходность облигаций и акций, выбирая акции с сопоставимой дивидендной доходностью.
● Акции таких компаний с высокими дивидендами, как Роснефть и Лукойл, активно покупали первыми, а сейчас они уже неинтересны и покупать их поздно.

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=KgO0Ah1Z0822bof8&t=406)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,LKOH,Лукойл,нефть,industry
51104,2025-01-16,"На графике представлена динамика некоторых российских акций в 2024 г.

За год значительную положительную динамику показали акции «Полюса» (+31%), «Озона» (+17.7%) и «Лукойла» (+7.4%).

Большинство акций значительно снизились по сравнению с началом года. Сильнее всего упали бумаги девелопера «Самолёт» (-73%), «ВК» (-43.9%) и «Новатэка» (-31.8%).[

headlines Q](https://t.me/headlines_quants), [headlines_for_traders](https://t.me/headlines_for_traders)","['NVTK', 'LKOH']",[],"['LKOH', 'NVTK']",True,LKOH,Лукойл,нефть,industry
50982,2025-01-14,"**SberCIB исключил бумаги «Роснефти» и «Совкомфлота» из топа российских дивидендных акций**

Текущий топ акций по див. доходности:

Банк «Санкт-Петербург» — 15.4%
Татнефть — 13.9%
ЛУКОЙЛ — 13.7%
Сбер — 12.9%
Фосагро — 12.9%
НЛМК — 12.4%
Транснефть — 12.3%

[rbc.ru](https://www.rbc.ru/quote/news/article/6785507e9a794707895d81b0?from=copy)","['PHOR', 'TATN', 'LKOH']",[],"['LKOH', 'PHOR', 'TATN']",False,LKOH,Лукойл,нефть,industry
