id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text
67443,2025-01-10,"#Санкции
**Также под санкции попадут СЕО Сургутнефтегаза, Газпром нефти, Лукойла, а также сын Алекперова** — Reuters","['SNGS', 'LKOH']",[],"['LKOH', 'SNGS']",True,LKOH,Лукойл,нефть,industry,"Санкции Также под санкции попадут СЕО Сургутнефтегаза, Газпром нефти, Лукойла, а также сын Алекперова Reuters"
67428,2025-01-10,"#Нефтянка
Дельта (разница между покупками и продажами) в акциях нефтяников с начала года:

#LKOH: -1093.7 млн руб
#ROSN: +181.1 млн руб
#SIBN: -175.2 млн руб
#SNGS: -349.2 млн руб
#RNFT: -212.5 млн руб

Сегодня ожидается введение новых санкций США против РФ, которые могут затронуть нефтяные компании.

👉 Дельта рассчитана [Шпионом РЦБ ](https://t.me/stockspy_bot)

[👉 Инструкция по использованию дельты](https://dzen.ru/a/Zv_EAh4NkzoIwd8B)","['SNGS', 'LKOH', 'ROSN', 'SIBN']","['LKOH', 'ROSN', 'SIBN', 'SNGS']",[],True,LKOH,Лукойл,нефть,company_specific,"Нефтянка Дельта (разница между покупками и продажами) в акциях нефтяников с начала года: LKOH: -1093.7 млн руб ROSN: 181.1 млн руб SIBN: -175.2 млн руб SNGS: -349.2 млн руб RNFT: -212.5 млн руб Сегодня ожидается введение новых санкций США против РФ, которые могут затронуть нефтяные компании. Дельта рассчитана Шпионом РЦБ ( Инструкция по использованию дельты("
67508,2025-01-14,"#LKOH
**СД Лукойла рассматривает вопрос о смене СЕО Воробьева**, после того как тот попал под санкции США",['LKOH'],['LKOH'],[],False,LKOH,Лукойл,нефть,company_specific,"LKOH СД Лукойла рассматривает вопрос о смене СЕО Воробьева, после того как тот попал под санкции США"
67509,2025-01-14,"#LKOH
ГЛАВОЙ ЛУКОЙЛА ВМЕСТО ВОРОБЬЕВА СТАНЕТ СЕРГЕЙ КОЧКУРОВ - РАСКРЫТИЕ


[LKOH](https://www.tinkoff.ru/invest/stocks/LKOH?utm_source=security_share) 7043.5₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['LKOH'],['LKOH'],[],False,LKOH,Лукойл,нефть,company_specific,LKOH ГЛАВОЙ ЛУКОЙЛА ВМЕСТО ВОРОБЬЕВА СТАНЕТ СЕРГЕЙ КОЧКУРОВ - РАСКРЫТИЕ LKOH( 7043.5 Замечено Шпионом РЦБ. Подключить: StockSpy_bot
50982,2025-01-14,"**SberCIB исключил бумаги «Роснефти» и «Совкомфлота» из топа российских дивидендных акций**

Текущий топ акций по див. доходности:

Банк «Санкт-Петербург» — 15.4%
Татнефть — 13.9%
ЛУКОЙЛ — 13.7%
Сбер — 12.9%
Фосагро — 12.9%
НЛМК — 12.4%
Транснефть — 12.3%

[rbc.ru](https://www.rbc.ru/quote/news/article/6785507e9a794707895d81b0?from=copy)","['PHOR', 'TATN', 'LKOH']",[],"['LKOH', 'PHOR', 'TATN']",False,LKOH,Лукойл,нефть,industry,SberCIB исключил бумаги Роснефти и Совкомфлота из топа российских дивидендных акций Текущий топ акций по див. доходности: Банк Санкт-Петербург 15.4 Татнефть 13.9 ЛУКОЙЛ 13.7 Сбер 12.9 Фосагро 12.9 НЛМК 12.4 Транснефть 12.3 rbc.ru(
51104,2025-01-16,"На графике представлена динамика некоторых российских акций в 2024 г.

За год значительную положительную динамику показали акции «Полюса» (+31%), «Озона» (+17.7%) и «Лукойла» (+7.4%).

Большинство акций значительно снизились по сравнению с началом года. Сильнее всего упали бумаги девелопера «Самолёт» (-73%), «ВК» (-43.9%) и «Новатэка» (-31.8%).[

headlines Q](https://t.me/headlines_quants), [headlines_for_traders](https://t.me/headlines_for_traders)","['NVTK', 'LKOH']",[],"['LKOH', 'NVTK']",True,LKOH,Лукойл,нефть,industry,"На графике представлена динамика некоторых российских акций в 2024 г. За год значительную положительную динамику показали акции Полюса (31), Озона (17.7) и Лукойла (7.4). Большинство акций значительно снизились по сравнению с началом года. Сильнее всего упали бумаги девелопера Самолёт (-73), ВК (-43.9) и Новатэка (-31.8). headlines Q( headlines_for_traders("
51142,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● Рынок долга работает с горизонтом от года, и доходности ОФЗ уже снизились до 15–17%..
● Инвесторы начали сравнивать доходность облигаций и акций, выбирая акции с сопоставимой дивидендной доходностью.
● Акции таких компаний с высокими дивидендами, как Роснефть и Лукойл, активно покупали первыми, а сейчас они уже неинтересны и покупать их поздно.

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=KgO0Ah1Z0822bof8&t=406)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,LKOH,Лукойл,нефть,industry,"Василий Олейник (об акциях на MOEX): Рынок долга работает с горизонтом от года, и доходности ОФЗ уже снизились до 1517.. Инвесторы начали сравнивать доходность облигаций и акций, выбирая акции с сопоставимой дивидендной доходностью. Акции таких компаний с высокими дивидендами, как Роснефть и Лукойл, активно покупали первыми, а сейчас они уже неинтересны и покупать их поздно. youtube.com( (выпуск Деньги не спят 31.12.2024 )"
51144,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● На 2025 год мне интересны Яндекс, Т-Технологии и Сбер даже по текущим ценам.
● У Роснефти есть драйвер роста к 2027 году — Восток Ойл, но в ближайшие полгода она не привлекательна.
● У таких компаний, как Лукойл и Роснефть, роста на 50–60% в случае перемирия не будет, в отличии от Юнипро и СПБ-Биржи, которые могут показать и больший рост. 

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=fvuu7jaG0qs1h4FK&t=1110)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,LKOH,Лукойл,нефть,industry,"Василий Олейник (об акциях на MOEX): На 2025 год мне интересны Яндекс, Т-Технологии и Сбер даже по текущим ценам. У Роснефти есть драйвер роста к 2027 году Восток Ойл, но в ближайшие полгода она не привлекательна. У таких компаний, как Лукойл и Роснефть, роста на 5060 в случае перемирия не будет, в отличии от Юнипро и СПБ-Биржи, которые могут показать и больший рост. youtube.com( (выпуск Деньги не спят 31.12.2024 )"
51478,2025-01-26,"**Студенческий портфель MOEX*:**

● Сбербанк
● Роснефть
● Газпром
● ВТБ
● Лукойл
● Новатэк
● Татнефть
● ММК
● Яндекс
● Мосбиржа

[t.me](https://t.me/MoscowExchangeOfficial/3218)
__* топ акций в портфеле российских студентов__","['LKOH', 'TATN', 'VTBR', 'ROSN', 'MAGN', 'NVTK']",[],"['LKOH', 'MAGN', 'NVTK', 'ROSN', 'TATN', 'VTBR']",False,LKOH,Лукойл,нефть,industry,Студенческий портфель MOEX: Сбербанк Роснефть Газпром ВТБ Лукойл Новатэк Татнефть ММК Яндекс Мосбиржа t.me( топ акций в портфеле российских студентов
67879,2025-01-31,"#LKOH
**Премьер Болгарии сообщил о семи претендентах на покупку ЛУКОЙЛ Нефтохим Бургас** — РБК

Болгарии нет среди претендентов на покупку «ЛУКОЙЛ Нефтохим Бургас», уточнил Желязков. Покупку НПЗ обсуждали «КазМунайГаз» и венгерская MOL.

**Лукойл запросил около $2 млрд,** сообщил премьер. Ожидается, что переговорный процесс возобновится в начале февраля.",['LKOH'],['LKOH'],[],False,LKOH,Лукойл,нефть,company_specific,"LKOH Премьер Болгарии сообщил о семи претендентах на покупку ЛУКОЙЛ Нефтохим Бургас РБК Болгарии нет среди претендентов на покупку ЛУКОЙЛ Нефтохим Бургас, уточнил Желязков. Покупку НПЗ обсуждали КазМунайГаз и венгерская MOL. Лукойл запросил около 2 млрд, сообщил премьер. Ожидается, что переговорный процесс возобновится в начале февраля."
