id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type
54306,2025-03-23 09:33:01+00:00,"**headlines:** Какой сектор больше всего выигрывает от укрепления рубля?

**Chat GPT:** 

Ритейл значительно выигрывает от укрепления рубля благодаря прямому снижению издержек и улучшению потребительских настроений:

1. Укрепление рубля делает импортную продукцию (электронику, одежду, бытовую технику, продукты питания) дешевле, что повышает маржинальность ритейлеров.

2. Более крепкий рубль способствует снижению инфляции и улучшению финансового положения потребителей, что может привести к росту потребительского спроса.

Ключевые компании-победители:
🔵X5 Group
🔵Магнит
🔵М.Видео-Эльдорадо
🔵Детский мир
[
headlines_for_traders](https://t.me/headlines_for_traders)

#вопрос_к_ии",['MVID'],[],['MVID'],True,MVID,М.Видео,ритейл,industry
53967,2025-03-17 05:49:57+00:00,"М.видео** (MVID) **за прошлую пятницу: **+18.4%**

Котировки реагировали на сообщение о докапитализации компании в размере ₽30 млрд. для реализации новой стратегии на ближайшие три года.

Это может означать допэмиссию, то есть размытие долей текущих акционеров, но с притоком денежной ликвидности в компанию. С одной стороны, это способно стать позитивом для бизнеса, существенно снизив долг. С другой — эффект зависит от того, на каких условиях будут привлечены средства. 

[bcs-express.ru](https://bcs-express.ru/novosti-i-analitika/itogi-torgov-nastroeny-na-novye-vershiny)",['MVID'],[],['MVID'],True,MVID,М.Видео,ритейл,industry
53918,2025-03-15 07:00:25+00:00,"❕ Лидеры роста и падения на этой неделе*:

  `MVID  М.видео     +14.64%`
  `PIKK  ПИК ао       -6.99%`

__* среди российских акций 1 и 2 эшелонов с учётом вечерней сессии__",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
53914,2025-03-15 06:00:11+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `MVID    М.видео     +18.41%`
   `RNFT    РуссНфт ао  +11.70%`
   `SELG    Селигдар     +7.49%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
53891,2025-03-14 12:41:56+00:00,"Акции «М.Видео» подскочили на 8.5% на новости о докапитализации* компании

[rbc.ru](https://www.rbc.ru/quote/news/article/67d40dc79a79471a2f112fee?from=copy)
* __на сумму ₽30 млрд ($350.9 млн)__",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
52622,2025-02-19 07:02:19+00:00,"У «М.Видео-Эльдорадо» сменится гендиректор

[rbc.ru](https://www.rbc.ru/technology_and_media/19/02/2025/67b49de99a7947bccdba2aef)
__* MVID: -4.4% за вчерашний день__",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
51546,2025-01-28 05:36:04+00:00,"**Группа компаний «М.Видео-Эльдорадо» ведет переговоры с «одним из банков» о продаже бизнеса**

Компания провела аудит и обсуждает возможное заключение сделки с Промсвязьбанком. Сумма потенциальной сделки оценивается в ₽300 млрд ($3.09 млрд).

[gazeta.ru](https://www.gazeta.ru/business/news/2025/01/28/24937772.shtml)",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
51315,2025-01-22 07:58:01+00:00,"**Китай заявил о расширении поддержки для 10 целевых отраслей страны**

Среди них: черная и цветная металлургия, химическая и нефтехимическая промышленность, стройматериалы, машиностроение, автомобилестроение, энергетическое оборудование, легкая промышленность и электроника.

[forexlive.com](https://www.forexlive.com/news/chinas-will-roll-out-a-new-round-of-growth-initiatives-for-10-key-industries-20250122/)",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
51123,2025-01-17 06:00:13+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `LSRG    ЛСР ао       +7.95%`
   `MVID    М.видео      +7.40%`
   `SMLT    Самолет ао   +6.24%`
   `PIKK    ПИК ао       +5.66%`

__* среди российских акций 1 эшелона с учётом вечерней сессии__",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
51109,2025-01-16 14:42:16+00:00,"! #alert
**М.Видео (MVID)**: рост > 10% с предыдущего закрытия",['MVID'],[],['MVID'],False,MVID,М.Видео,ритейл,industry
