id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type
55687,2025-04-12 06:00:11+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `SMLT    Самолет ао   +6.47%`
   `AFKS    Система ао   +5.72%`
   `NLMK    НЛМК ао      +5.42%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry
55462,2025-04-10 06:00:47+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `TRMK    ТМК ао       +9.64%`
   `VTBR    ВТБ ао       +8.15%`
   `SMLT    Самолет ао   +7.50%`
   `AFKS    Система ао   +7.19%`
   `FESH    ДВМП ао      +7.14%`
   `WUSH    iВУШХолднг   +6.99%`
   `MTLR    Мечел ао     +6.92%`
   `MTSS    МТС-ао       +6.90%`
   `CHMF    СевСт-ао     +6.63%`
   `OGKB    ОГК-2 ао     +6.53%`
   `MAGN    ММК          +6.41%`
   `RTKMP   Ростел -ап   +6.20%`
   `MSNG    +МосЭнерго   +6.13%`
   `RUAL    РУСАЛ ао     +6.02%`
   `SGZH    Сегежа       +5.87%`
   `NLMK    НЛМК ао      +5.85%`
   `TGKA    ТГК-1        +5.72%`
   `RAGR    Русагро      -6.11%`
   `TGKN    ТГК-14       -6.87%`
   `VSEH    ВИ.ру        -7.99%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['MTSS', 'VTBR', 'AFKS', 'MAGN', 'RUAL']",[],"['AFKS', 'MAGN', 'MTSS', 'RUAL', 'VTBR']",False,AFKS,"АФК ""Система""",конгломерат,industry
55339,2025-04-09 06:00:17+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `TGKN    ТГК-14      +13.85%`
   `CBOM    МКБ ао       -5.42%`
   `MTLR    Мечел ао     -5.50%`
   `TRMK    ТМК ао       -5.60%`
   `MTLRP   Мечел ап     -5.67%`
   `NVTK    Новатэк ао   -5.73%`
   `CHMF    СевСт-ао     -5.75%`
   `RNFT    РуссНфт ао   -5.89%`
   `PIKK    ПИК ао       -6.03%`
   `SMLT    Самолет ао   -6.23%`
   `VKCO    МКПАО ""ВК""   -6.26%`
   `AFKS    Система ао   -6.37%`
   `ENPG    ЭН+ГРУП ао   -8.43%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['NVTK', 'AFKS']",[],"['AFKS', 'NVTK']",False,AFKS,"АФК ""Система""",конгломерат,industry
55272,2025-04-08 06:00:16+00:00,"❕ Движения >5% по итогам вчерашнего дня:

   `VSMO    ВСМПО-АВСМ   -5.06%`
   `SVAV    СОЛЛЕРС      -5.13%`
   `MBNK    МТС Банк     -5.21%`
   `TGKN    ТГК-14       -5.32%`
   `BELU    НоваБев ао   -5.51%`
   `WUSH    iВУШХолднг   -5.71%`
   `TRMK    ТМК ао       -5.93%`
   `AFKS    Система ао   -6.29%`
   `ENPG    ЭН+ГРУП ао   -6.42%`
   `IVAT    iИВА         -6.76%`
   `LSRG    ЛСР ао       -7.07%`
   `MRKS    РсетСиб ао   -7.54%`
   `RAGR    Русагро      -8.13%`
   `SELG    Селигдар     -8.21%`
   `RNFT    РуссНфт ао   -8.59%`
   `CNRU    ЦИАН         -9.14%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['AFKS', 'MTSS']",[],"['AFKS', 'MTSS']",False,AFKS,"АФК ""Система""",конгломерат,industry
54683,2025-03-31 11:04:05+00:00,"[Система тех.анализа headlines](https://t.me/headlines_TA_bot) с начала года до середины марта преимущественно выступала за удержание короткой позиции по фьючерсу Si (USDRUB).

__* если цифры расположены внизу, значит нужно держать короткую позицию__

Согласно [SENTIMENT-элементу](https://t.me/headlines_sentiment_bot), от 70% до 90% частных трейдеров всё это время держали лонг.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry
54559,2025-03-28 08:00:54+00:00,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по индексу Hong Kong 50. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry
54247,2025-03-21 12:25:38+00:00,"ЦБ считает преждевременными разговоры о систематическом укрепление рубля.

[tass.ru](https://tass.ru/ekonomika/23468821)",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry
54058,2025-03-18 12:38:01+00:00,"Акции BYD выросли на 5% после презентации ультрабыстрой* зарядки для электрокаров

[vedomosti.ru](https://www.vedomosti.ru/investments/news/2025/03/18/1098685-aktsii-byd-virosli?from=newsline)
* __новая система позволит обеспечить заряда на 400 км за пять минут__",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry
54038,2025-03-18 08:03:44+00:00,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по паре юань/рубль. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry
53841,2025-03-13 13:02:20+00:00,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по фьючерсу на пару доллар/рубль. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry
