id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category
67414,2025-01-09,"**Новая реальность по крайней мере на следующие 4 года. Почти закончилось 60-летнее партнерство Газпрома (**[**GAZP**](https://neo.putinomics.ru/dashboard/GAZP/MOEX)**) и ЕС.** #аналитика 

При условии, что транзит через Украину так и не будет перезапущен, экспорт трубопроводного газа Газпромом в ЕС с 2021 году по 2025 год упадет в 9 раз... Среди значимых партнеров остается только Венгрия.

Объемы Газпрома в основном заместились падением потребления газа в ЕС (и импорта, соответственно) и ростом импорта СПГ из США. 

ЕС еще продолжает закупать СПГ из РФ, в 2024 году закупили 21 млрд м3. Но и эти объемы под риском. https://t.me/AK47pfl/17458

Трамп еще в первый срок начал выгонять РФ с газового рынка ЕС, Байден продолжил. И судя по заявлениям Трампа, это новая реальность для Газпрома, по крайней мере, на следующие 4 года. https://t.me/AK47pfl/18856

😀 @AK47pfl",['NVTK'],[],['NVTK'],True,NVTK,Новатэк,газ,industry,"Новая реальность по крайней мере на следующие 4 года. Почти закончилось 60-летнее партнерство Газпрома (GAZP( и ЕС. аналитика При условии, что транзит через Украину так и не будет перезапущен, экспорт трубопроводного газа Газпромом в ЕС с 2021 году по 2025 год упадет в 9 раз... Среди значимых партнеров остается только Венгрия. Объемы Газпрома в основном заместились падением потребления газа в ЕС (и импорта, соответственно) и ростом импорта СПГ из США. ЕС еще продолжает закупать СПГ из РФ, в 2024 году закупили 21 млрд м3. Но и эти объемы под риском. Трамп еще в первый срок начал выгонять РФ с газового рынка ЕС, Байден продолжил. И судя по заявлениям Трампа, это новая реальность для Газпрома, по крайней мере, на следующие 4 года. AK47pfl",0.0,0.0,1.0,0.0,neutral
50843,2025-01-10,"Дефицит на рынке СПГ сменится профицтом в ближайшие годы

[profinance.ru](https://www.profinance.ru/news/2025/01/10/ceo3-defitsit-na-rynke-spg-smenitsya-profitstom-v-blizhajshie-gody.html)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,Дефицит на рынке СПГ сменится профицтом в ближайшие годы profinance.ru(,0.0,0.0,1.0,0.0,neutral
67458,2025-01-10,"#FLOT
США ВНЕСЛИ В САНКЦИОННЫЕ СПИСКИ 54 НЕФТЕТАНКЕРА И 4 СПГ-ТАНКЕРА СОВКОМФЛОТА - МИНФИН",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,FLOT США ВНЕСЛИ В САНКЦИОННЫЕ СПИСКИ 54 НЕФТЕТАНКЕРА И 4 СПГ-ТАНКЕРА СОВКОМФЛОТА - МИНФИН,0.0,0.0,1.0,0.0,neutral
67455,2025-01-10,"#NVTK
США ВВЕЛИ САНКЦИИ ПРОТИВ ЗАВОДА СПГ НОВАТЭКА ""КРИОГАЗ ВЫСОЦК"" - МИНФИН


[NVTK](https://www.tinkoff.ru/invest/stocks/NVTK?utm_source=security_share) 968.0₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['NVTK'],['NVTK'],[],False,NVTK,Новатэк,газ,company_specific,"NVTK США ВВЕЛИ САНКЦИИ ПРОТИВ ЗАВОДА СПГ НОВАТЭКА ""КРИОГАЗ ВЫСОЦК"" - МИНФИН NVTK( 968.0 Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0,0.0,1.0,0.0,neutral
67454,2025-01-10,"#NVTK
**Cвязанные с Арктик СПГ-2 структуры попали под американские санкции**",['NVTK'],['NVTK'],[],False,NVTK,Новатэк,газ,company_specific,NVTK Cвязанные с Арктик СПГ-2 структуры попали под американские санкции,0.0,0.0,1.0,0.0,neutral
67451,2025-01-10,"#GAZP
США ВНЕСЛИ В САНКЦИОННЫЙ СПИСОК ЗАВОД СПГ ГАЗПРОМА НА БАЛТИКЕ - ""ГАЗПРОМ СПГ ПОРТОВАЯ""


[GAZP](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share) 126.52₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,"GAZP США ВНЕСЛИ В САНКЦИОННЫЙ СПИСОК ЗАВОД СПГ ГАЗПРОМА НА БАЛТИКЕ - ""ГАЗПРОМ СПГ ПОРТОВАЯ"" GAZP( 126.52 Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0,0.0,1.0,0.0,neutral
67456,2025-01-10,"**Больше всех досталось Газпрому (**[**GAZP**](https://neo.putinomics.ru/dashboard/GAZP/MOEX)**).** #шок_новости 

В SDN попали:
✍️ Газпром нефть ([SIBN](https://neo.putinomics.ru/dashboard/SIBN/MOEX)) — основной источник денежных потоков группы
✍️ СПГ завод на Балтике — куда с него теперь деть СПГ?
✍️ Сербский актив NIS
✍️ Множество танкеров Газпром нефти
✍️ и т.п.

😀 @AK47pfl","['SIBN', 'NVTK']",[],"['NVTK', 'SIBN']",False,NVTK,Новатэк,газ,industry,Больше всех досталось Газпрому (GAZP( шок_новости В SDN попали: Газпром нефть (SIBN( основной источник денежных потоков группы СПГ завод на Балтике куда с него теперь деть СПГ? Сербский актив NIS Множество танкеров Газпром нефти и т.п. AK47pfl,0.0,0.0,1.0,0.0,neutral
50847,2025-01-10,"Афганистан хочет подписать с Россией договор о транзите СПГ

[ria.ru](https://ria.ru/20250110/kabul-1993039752.html)",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,Афганистан хочет подписать с Россией договор о транзите СПГ ria.ru(,0.0,0.0,1.0,0.0,neutral
50935,2025-01-13,"**Bloomberg (о Европе, 2/2):**

● Рост спроса провоцирует конкуренцию за ресурсы и повышение цен, делая газ недоступным для бедных стран Азии и Южной Америки.

● В 2025 году спрос Европы на СПГ* может вырасти на 10% г/г.

● Рынок СПГ* остается дефицитным из-за задержек в запуске новых мощностей в Северной Америке.

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-01-13/natural-gas-prices-europe-s-ability-to-pay-more-may-price-out-poorer-nations)
__*Сжиженный природный газ__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,"Bloomberg (о Европе, 22): Рост спроса провоцирует конкуренцию за ресурсы и повышение цен, делая газ недоступным для бедных стран Азии и Южной Америки. В 2025 году спрос Европы на СПГ может вырасти на 10 гг. Рынок СПГ остается дефицитным из-за задержек в запуске новых мощностей в Северной Америке. bloomberg.com( Сжиженный природный газ",0.038461538461538464,0.0,0.9807692307692307,0.019230769230769232,neutral
50926,2025-01-13,"**Bloomberg (о Европе, 1/2):**

● Европа рискует не достичь целевых показателей по запасам газа на следующую зиму, что вызовет глобальную борьбу среди потребителей энергоресурсов за поставки СПГ*. 

● Возможности поставок сократились, когда прекратился транзит по российским трубопроводам через Украину.

● Кризис может привести к повышению цен у конечных потребителей и промышленных предприятий в Европе.

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-01-13/natural-gas-prices-europe-s-ability-to-pay-more-may-price-out-poorer-nations)
__*Сжиженный природный газ__",['NVTK'],[],['NVTK'],False,NVTK,Новатэк,газ,industry,"Bloomberg (о Европе, 12): Европа рискует не достичь целевых показателей по запасам газа на следующую зиму, что вызовет глобальную борьбу среди потребителей энергоресурсов за поставки СПГ. Возможности поставок сократились, когда прекратился транзит по российским трубопроводам через Украину. Кризис может привести к повышению цен у конечных потребителей и промышленных предприятий в Европе. bloomberg.com( Сжиженный природный газ",0.0,0.0,1.0,0.0,neutral
