id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category
50923,2025-01-13,"**РУСАЛ (RUAL): 4.1% с начала 2024 года**

​[headlines_for_traders](https://t.me/headlines_for_traders)
#разбор_полётов",['RUAL'],[],['RUAL'],True,RUAL,Русал,металлургия,industry,РУСАЛ (RUAL): 4.1 с начала 2024 года headlines_for_traders( разбор_полётов,0.0,0.0,1.0,0.0,neutral
67520,2025-01-15,"#Санкции
**ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия** — [Bloomberg](https://www.bloomberg.com/news/articles/2025-01-14/eu-considers-gradual-ban-on-russian-lng-and-aluminum?srnd=homepage-europe)

Меры станут частью 16-го пакета санкций блока.  Как ожидается, новый пакет санкций включит:

**• Запрет на поставку СПГ из России.** Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. #NVTK
**• Ограничения на поставки алюминия.** Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены #RUAL
**• Ограничения для предполагаемого теневого флота РФ**. Под санкции попадут десятки судов, перевозящих нефть. #FLOT

Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. 

По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций.

Основные покупатели российского СПГ в Европе — Испания, Бельгия и Франция — вряд ли будут выступать против санкций в отношении РФ.","['RUAL', 'NVTK']","['NVTK', 'RUAL']",[],False,RUAL,Русал,металлургия,company_specific,"Санкции ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия Bloomberg( Меры станут частью 16-го пакета санкций блока. Как ожидается, новый пакет санкций включит: Запрет на поставку СПГ из России. Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. NVTK Ограничения на поставки алюминия. Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены RUAL Ограничения для предполагаемого теневого флота РФ. Под санкции попадут десятки судов, перевозящих нефть. FLOT Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций. Основные покупатели российского СПГ в Европе Испания, Бельгия и Франция вряд ли будут выступать против санкций в отношении РФ.",0.0,0.0,1.0,0.0,neutral
51023,2025-01-15,"ЕС включит в [новый](https://t.me/headlines_for_traders/51000) пакет санкций не только российский алюминий и СПГ, но и российские банки, которые могут отключить от SWIFT

[finam.ru](https://www.finam.ru/publications/item/es-obsuzhdaet-novye-sanktsii-dlya-rossiyskikh-bankov-20250115-0938/)","['NVTK', 'RUAL']",[],"['NVTK', 'RUAL']",False,RUAL,Русал,металлургия,industry,"ЕС включит в новый( пакет санкций не только российский алюминий и СПГ, но и российские банки, которые могут отключить от SWIFT finam.ru(",0.0,0.0,1.0,0.0,neutral
67827,2025-01-28,"#RUAL
**Покупка доли в китайском производителе не помогла ""Русалу"" ограничить рост себестоимости - глава Алюминиевой ассоциации**
""Русал"" сталкивается с ростом себестоимости, несмотря на покупку доли в китайском производителе глинозема, заявила председатель Алюминиевой ассоциации (объединения компаний, производящих алюминий и продукцию на его основе) Ирина Казовская на слушаниях в Совете Федерации, посвященных мерам господдержки предприятий металлургии и машиностроения для предотвращения кризиса.

[RUAL](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share) 36.21₽

👉[Полная новость](http://telegra.ph/Pokupka-doli-v-kitajskom-proizvoditele-ne-pomogla-Rusalu-ogranichit-rost-sebestoimosti---glava-Alyuminievoj-associacii-01-28-3)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['RUAL'],['RUAL'],[],False,RUAL,Русал,металлургия,company_specific,"RUAL Покупка доли в китайском производителе не помогла ""Русалу"" ограничить рост себестоимости - глава Алюминиевой ассоциации ""Русал"" сталкивается с ростом себестоимости, несмотря на покупку доли в китайском производителе глинозема, заявила председатель Алюминиевой ассоциации (объединения компаний, производящих алюминий и продукцию на его основе) Ирина Казовская на слушаниях в Совете Федерации, посвященных мерам господдержки предприятий металлургии и машиностроения для предотвращения кризиса. RUAL( 36.21 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.029411764705882353,0.0,0.9852941176470589,0.014705882352941176,neutral
67843,2025-01-30,"**#RUAL**** ****#Санкции****
ЕС почти согласовал поэтапный отказ от российского алюминия** — Ведомости

Русал может потерять в выручке при переориентации на азиатские рынки, предупреждают аналитики.",['RUAL'],['RUAL'],[],False,RUAL,Русал,металлургия,company_specific,"RUAL Санкции ЕС почти согласовал поэтапный отказ от российского алюминия Ведомости Русал может потерять в выручке при переориентации на азиатские рынки, предупреждают аналитики.",0.0,0.0,1.0,0.0,neutral
52163,2025-02-10,"Трамп заявил, что введет пошлины в размере 25% на поставляемые в США сталь и алюминий

[tass.ru](https://tass.ru/ekonomika/23094151)",['RUAL'],[],['RUAL'],False,RUAL,Русал,металлургия,industry,"Трамп заявил, что введет пошлины в размере 25 на поставляемые в США сталь и алюминий tass.ru(",0.0,0.0,1.0,0.0,neutral
52216,2025-02-11,"**Финам** (события 11 февраля):

● отчеты - «Сбер», «Аэрофлот», «Henderson»;
● заседание СД - «Арсагера», «Россети Центр и Приволжье»;
● пройдет судебное заседание по иску «СУАЛ Партнерс» к членам СД «РУСАЛа» на ₽74 млрд;

● выступление главы ФРС Джерома Пауэлла в 18:00 мск;
● в Японии нет торгов - отмечается день основания страны.

[finam.ru](https://www.finam.ru/publications/item/otchet-sbera-osnovnye-sobytiya-11-fevralya-20250211-0900/)",['RUAL'],[],['RUAL'],False,RUAL,Русал,металлургия,industry,"Финам (события 11 февраля): отчеты - Сбер, Аэрофлот, Henderson; заседание СД - Арсагера, Россети Центр и Приволжье; пройдет судебное заседание по иску СУАЛ Партнерс к членам СД РУСАЛа на 74 млрд; выступление главы ФРС Джерома Пауэлла в 18:00 мск; в Японии нет торгов - отмечается день основания страны. finam.ru(",0.0,0.0,1.0,0.0,neutral
52240,2025-02-11,"ЕС пообещал ответить на введенные Трампом пошлины на сталь и алюминий

[forbes.ru](https://www.forbes.ru/biznes/530632-es-poobesal-otvetit-na-vvedennye-trampom-posliny-na-stal-i-aluminij?utm_source=forbes&utm_campaign=lnews)",['RUAL'],[],['RUAL'],False,RUAL,Русал,металлургия,industry,ЕС пообещал ответить на введенные Трампом пошлины на сталь и алюминий forbes.ru(,0.0,0.0,1.0,0.0,neutral
52200,2025-02-11,"**Трамп ввел 25%-ные пошлины на сталь и алюминий**

[bloomberg.com](https://www.bloomberg.com/news/articles/2025-02-10/trump-sets-25-tariffs-on-steel-aluminum-heightening-trade-war?srnd=homepage-europe)",['RUAL'],[],['RUAL'],False,RUAL,Русал,металлургия,industry,Трамп ввел 25-ные пошлины на сталь и алюминий bloomberg.com(,0.0,0.0,1.0,0.0,neutral
52229,2025-02-11,"ЭН+ **(ENPG)** вчера: **+7.87%**

Трамп анонсировал пошлины на алюминий — металл подорожал, но не так сильно, чтобы это вызвало такой скачок в акциях ЭН+. Скорее всего, какой-то очень крупный покупатель на фоне разряженного стакана и привел к взрывному росту курса. Вероятно, без внятных причин, ажиотаж вскоре сойдет на нет.

[bcs-express.ru](https://bcs-express.ru/novosti-i-analitika/prognozy-i-kommentarii-3000-bylo)",['RUAL'],[],['RUAL'],False,RUAL,Русал,металлургия,industry,"ЭН (ENPG) вчера: 7.87 Трамп анонсировал пошлины на алюминий металл подорожал, но не так сильно, чтобы это вызвало такой скачок в акциях ЭН. Скорее всего, какой-то очень крупный покупатель на фоне разряженного стакана и привел к взрывному росту курса. Вероятно, без внятных причин, ажиотаж вскоре сойдет на нет. bcs-express.ru(",0.0,0.0,1.0,0.0,neutral
