secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group
KG000A3LSC78,TQCB,Кыргыз. 01,2025-04-03,99.5999,92.2907,92.2907,99.5999,94.1649,39,3578.54,16.8,26.4,2025-12-25,8.5,,0.3356,15.5,3.88,100.0,KGS,58
KG000A3LSJ06,TQCB,Кыргыз. 02,2025-04-03,95.74,95.88,95.73,96.34,95.91,2316,222124.52,22.28,21.98,2025-12-26,8.53,,0.2819,14.5,3.63,100.0,RUB,58
RU000A0JSGV0,TQCB,РЖД-32 обл,2025-04-03,90.44,90.7,90.44,90.74,90.54,38,34403.3,19.58,19.47,2032-06-25,14.27,,24.16,9.8,48.87,1000.0,RUB,58
RU000A0JSQ58,TQCB,ФСК РС-22,2025-04-03,98.31,100.0,98.31,100.0,99.16,4,3966.2,22.92,19.57,2027-07-21,3.67,2025-07-30,31.12,16.0,79.78,1000.0,RUB,58
RU000A0JT403,TQCB,ВЭБ.РФ 18,2025-04-03,97.77,97.55,97.54,97.78,97.71,14,13679.4,19.08,19.11,2032-09-17,25.63,2027-09-28,2.81,17.09,85.22,1000.0,RUB,58
RU000A0JT6B2,TQCB,ВЭБ.РФ 19,2025-04-03,95.95,95.88,95.4,96.16,95.76,664,635869.1,19.76,20.0,2032-09-23,11.7,2026-04-04,0.0,14.21,70.86,1000.0,RUB,58
RU000A0JUAG0,TQCB,РСГ-ФинБ01,2025-04-03,98.57,99.99,98.57,99.99,99.62,9,8965.9,36.15,24.2,2025-11-11,1.3,,77.81,20.0,99.73,1000.0,RUB,58
RU000A0JUKX4,TQCB,ДОМ.РФ30об,2025-04-03,99.3,99.3,99.3,99.3,99.3,1,993.0,4.62,4.62,2033-03-01,1.93,2025-06-03,0.09,0.1,0.25,1000.0,RUB,58
RU000A0JVD25,TQCB,РусГидро09,2025-04-03,99.51,100.6,99.01,100.6,99.24,105,104205.2,17.7,28.81,2025-04-15,0.37,,0.05,0.01,0.05,1000.0,RUB,58
RU000A0JVFC6,TQCB,РостелБО-1,2025-04-03,98.77,99.31,98.77,99.31,99.04,2,1980.8,18.84,16.12,2025-05-16,1.4,,26.66,7.0,34.9,1000.0,RUB,58
RU000A0JVHH1,TQCB,ТрансФБО39,2025-04-03,97.02,97.02,97.02,97.02,97.02,1,970.2,29.44,29.44,2025-06-04,2.03,,27.95,8.5,42.38,1000.0,RUB,58
RU000A0JVM81,TQCB,Оренб35003,2025-04-03,98.77,99.3,98.76,99.31,98.84,1599,316100.42,20.64,20.3,2025-07-03,3.0,,0.0,14.0,6.98,200.0,RUB,58
RU000A0JVUK8,TQCB,СистемБ1P1,2025-04-03,95.5,95.32,95.29,95.82,95.61,122,116644.2,21.67,21.38,2025-09-30,5.97,,0.58,10.5,52.36,1000.0,RUB,58
RU000A0JVUY9,TQCB,ТБанкБО8,2025-04-03,91.0,91.0,91.0,91.0,91.0,1,910.0,20.08,20.08,2025-10-20,6.6,,4.52,1.0,4.99,1000.0,RUB,58
RU000A0JVWD9,TQCB,ГТЛК БО-05,2025-04-03,98.31,98.49,97.9,98.49,98.26,75,73695.7,18.9,19.01,2025-10-17,6.23,,29.86,14.34,35.75,1000.0,RUB,58
RU000A0JVWJ6,TQCB,ГТЛК БО-06,2025-04-03,94.83,94.7,94.69,95.13,95.1,416,395604.3,23.81,23.15,2025-10-20,6.37,,23.28,11.64,29.02,1000.0,RUB,58
RU000A0JVYG8,TQCB,РОСЭКСИМБ1,2025-04-03,96.94,96.47,96.47,96.94,96.85,5,4842.3,22.3,22.49,2025-11-11,6.93,,60.88,15.65,78.04,1000.0,RUB,58
