id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text
67593,2025-01-20,"#ELMT
**ГК «Элемент» купила 50% интернет-провайдера от МФТИ**, который предоставляет услуги интернет-провайдера в подмосковном Долгопрудном — Ведомости

Компания начнет проектировать решения для производителей телекомоборудования.",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"ELMT ГК Элемент купила 50 интернет-провайдера от МФТИ, который предоставляет услуги интернет-провайдера в подмосковном Долгопрудном Ведомости Компания начнет проектировать решения для производителей телекомоборудования."
67651,2025-01-21,"#RTKM
Ростелеком в ответ на сообщения о возможной утечке данных заявил, что, вероятно, утечка произошла из инфраструктуры подрядчика",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"RTKM Ростелеком в ответ на сообщения о возможной утечке данных заявил, что, вероятно, утечка произошла из инфраструктуры подрядчика"
51277,2025-01-21,"Хакеры взломали Ростелеком и получили данные ста тысяч клиентов компании.

[tvchelny.ru](https://tvchelny.ru/news/obshchestvo/xakery-vzlomali-rostelekom-v-set-utekli-dannye-klientov)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,Хакеры взломали Ростелеком и получили данные ста тысяч клиентов компании. tvchelny.ru(
67650,2025-01-21,"#RTKM
**Хакеры взломали Ростелеком и получили данные клиентов компании**",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,RTKM Хакеры взломали Ростелеком и получили данные клиентов компании
51278,2025-01-21,"В ответ на сообщения о возможной утечке данных Ростелеком заявил, что, вероятно, утечка произошла из инфраструктуры подрядчика

[tass.ru](https://tass.ru/ekonomika/22933081)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,"В ответ на сообщения о возможной утечке данных Ростелеком заявил, что, вероятно, утечка произошла из инфраструктуры подрядчика tass.ru("
51345,2025-01-22,"Биржа СПбМТСБ* изменит название на «Петербургская биржа»

[vedomosti.ru](https://www.vedomosti.ru/finance/news/2025/01/22/1087716-spbmtsb-izmenit-nazvanie)
__* Санкт-Петербургская международная товарно-сырьевая биржа__",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,Биржа СПбМТСБ изменит название на Петербургская биржа vedomosti.ru( Санкт-Петербургская международная товарно-сырьевая биржа
51433,2025-01-24,"ФАС возбудила дело в отношении МТС из-за рекламы интернета.

[fas.gov.ru](https://fas.gov.ru/news/33750)",['MTSS'],[],['MTSS'],False,MTSS,МТС,телекоммуникации,industry,ФАС возбудила дело в отношении МТС из-за рекламы интернета. fas.gov.ru(
51803,2025-02-01,"​[headlines_for_traders](https://t.me/headlines_for_traders)
__*P/E: годовой (текущая капитализация компании делится на чистую прибыль за предыдущий календарный год).__
__**MOEXTL — индекс телекоммуникационных компаний на Мосбирже.__
__***Средние значения вычислены без учета отрицательных и аномально больших значений.__",['MTSS'],[],['MTSS'],True,MTSS,МТС,телекоммуникации,industry,headlines_for_traders( PE: годовой (текущая капитализация компании делится на чистую прибыль за предыдущий календарный год). MOEXTL индекс телекоммуникационных компаний на Мосбирже. Средние значения вычислены без учета отрицательных и аномально больших значений.
51835,2025-02-02,"​[headlines_for_traders](https://t.me/headlines_for_traders), ​[smart-lab](https://smart-lab.ru/q/shares_fundamental/?field=ev_ebitda)
__*EV/EBITDA — стоимость компании (Enterprise Value), делённая на показатель EBITDA за предыдущий календарный год.__
__**EV — рыночная капитализация и долг, минус свободные денежные средства.__
__***EBITDA — прибыль до вычета процентов, налогов, износа и амортизации.__
__****MOEXTL — индекс телекоммуникационных компаний на Мосбирже__
__*****Средние значения вычислены без учета отрицательных и аномально больших значений.__",['MTSS'],[],['MTSS'],True,MTSS,МТС,телекоммуникации,industry,"headlines_for_traders( smart-lab( EVEBITDA стоимость компании (Enterprise Value), делённая на показатель EBITDA за предыдущий календарный год. EV рыночная капитализация и долг, минус свободные денежные средства. EBITDA прибыль до вычета процентов, налогов, износа и амортизации. MOEXTL индекс телекоммуникационных компаний на Мосбирже Средние значения вычислены без учета отрицательных и аномально больших значений."
51821,2025-02-02,"​[headlines_for_traders](https://t.me/headlines_for_traders)
__*P/S: годовой (текущая капитализация компании делится на выручку за предыдущий календарный год).__
__**MOEXTL — индекс телекоммуникационных компаний на Мосбирже.__",['MTSS'],[],['MTSS'],True,MTSS,МТС,телекоммуникации,industry,headlines_for_traders( PS: годовой (текущая капитализация компании делится на выручку за предыдущий календарный год). MOEXTL индекс телекоммуникационных компаний на Мосбирже.
