id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category
50846,2025-01-10,"Сбербанк обошел «Роснефть» и стал самой дорогой компанией России

[quote.rbc.ru](https://www.rbc.ru/quote/news/article/6780ec169a79477ecffbe305)",['ROSN'],[],['ROSN'],False,ROSN,Роснефть,нефть,industry,Сбербанк обошел Роснефть и стал самой дорогой компанией России quote.rbc.ru(,0.0,0.0,1.0,0.0,neutral
67453,2025-01-10,"#ROSN 
**Минфин США ввел санкции против Восток Ойл**",['ROSN'],['ROSN'],[],False,ROSN,Роснефть,нефть,company_specific,ROSN Минфин США ввел санкции против Восток Ойл,0.0,0.0,1.0,0.0,neutral
67428,2025-01-10,"#Нефтянка
Дельта (разница между покупками и продажами) в акциях нефтяников с начала года:

#LKOH: -1093.7 млн руб
#ROSN: +181.1 млн руб
#SIBN: -175.2 млн руб
#SNGS: -349.2 млн руб
#RNFT: -212.5 млн руб

Сегодня ожидается введение новых санкций США против РФ, которые могут затронуть нефтяные компании.

👉 Дельта рассчитана [Шпионом РЦБ ](https://t.me/stockspy_bot)

[👉 Инструкция по использованию дельты](https://dzen.ru/a/Zv_EAh4NkzoIwd8B)","['SNGS', 'LKOH', 'ROSN', 'SIBN']","['LKOH', 'ROSN', 'SIBN', 'SNGS']",[],True,ROSN,Роснефть,нефть,company_specific,"Нефтянка Дельта (разница между покупками и продажами) в акциях нефтяников с начала года: LKOH: -1093.7 млн руб ROSN: 181.1 млн руб SIBN: -175.2 млн руб SNGS: -349.2 млн руб RNFT: -212.5 млн руб Сегодня ожидается введение новых санкций США против РФ, которые могут затронуть нефтяные компании. Дельта рассчитана Шпионом РЦБ ( Инструкция по использованию дельты(",0.0,0.0,1.0,0.0,neutral
51144,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● На 2025 год мне интересны Яндекс, Т-Технологии и Сбер даже по текущим ценам.
● У Роснефти есть драйвер роста к 2027 году — Восток Ойл, но в ближайшие полгода она не привлекательна.
● У таких компаний, как Лукойл и Роснефть, роста на 50–60% в случае перемирия не будет, в отличии от Юнипро и СПБ-Биржи, которые могут показать и больший рост. 

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=fvuu7jaG0qs1h4FK&t=1110)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,ROSN,Роснефть,нефть,industry,"Василий Олейник (об акциях на MOEX): На 2025 год мне интересны Яндекс, Т-Технологии и Сбер даже по текущим ценам. У Роснефти есть драйвер роста к 2027 году Восток Ойл, но в ближайшие полгода она не привлекательна. У таких компаний, как Лукойл и Роснефть, роста на 5060 в случае перемирия не будет, в отличии от Юнипро и СПБ-Биржи, которые могут показать и больший рост. youtube.com( (выпуск Деньги не спят 31.12.2024 )",0.0,0.0,1.0,0.0,neutral
51142,2025-01-17,"**Василий Олейник (об акциях на MOEX):**

● Рынок долга работает с горизонтом от года, и доходности ОФЗ уже снизились до 15–17%..
● Инвесторы начали сравнивать доходность облигаций и акций, выбирая акции с сопоставимой дивидендной доходностью.
● Акции таких компаний с высокими дивидендами, как Роснефть и Лукойл, активно покупали первыми, а сейчас они уже неинтересны и покупать их поздно.

[youtube.com](https://www.youtube.com/live/gPN8BxiCNk8?si=KgO0Ah1Z0822bof8&t=406)
__(выпуск «Деньги не спят» 31.12.2024 )__","['ROSN', 'LKOH']",[],"['LKOH', 'ROSN']",False,ROSN,Роснефть,нефть,industry,"Василий Олейник (об акциях на MOEX): Рынок долга работает с горизонтом от года, и доходности ОФЗ уже снизились до 1517.. Инвесторы начали сравнивать доходность облигаций и акций, выбирая акции с сопоставимой дивидендной доходностью. Акции таких компаний с высокими дивидендами, как Роснефть и Лукойл, активно покупали первыми, а сейчас они уже неинтересны и покупать их поздно. youtube.com( (выпуск Деньги не спят 31.12.2024 )",0.0,0.0,1.0,0.0,neutral
67643,2025-01-21,"#ROSN #TRNFP
**Суд отклонил иск Роснефти к Транснефти на 6.1 млрд рублей**",['ROSN'],['ROSN'],[],False,ROSN,Роснефть,нефть,company_specific,ROSN TRNFP Суд отклонил иск Роснефти к Транснефти на 6.1 млрд рублей,0.0,0.0,1.0,0.0,neutral
51333,2025-01-22,"**ОЙЛ РЕСУРС ГРУПП – НОВЫЙ ВЫПУСК ОБЛИГАЦИЙ**

Ойл Ресурс Групп — российская нефтяная компания, занимается оптовыми поставками нефти и нефтепродуктов. Всего за несколько лет благодаря внедрению современных цифровых технологий компания нарастила свои обороты с **3 тыс. тонн** в 2014 году до **360 тыс. тонн за 9 месяцев 2024 года.**

Сегодня Ойл Ресурс Групп предлагает бензин, дизельное топливо, мазут, авиатопливо и современные нефтехимические продукты. В ноябре 2024 года Национальное Рейтинговое Агентство повысило кредитный рейтинг компании **до уровня BВ+|ru|**, прогноз стабильный.
Ойл Ресурс Групп – оптовый поставщик нефти и нефтепродуктов как на внутреннем рынке, так и на экспорт. 

У компании есть доступ к большим запасам углеводородов, собственный автопарк, она активно цифровизирует свою деятельность и внедряет современные технологии.
Нефтяная компания Ойл Ресурс Групп вышла зимой 2024 года с новым выпуском облигаций. 
На данный момент продано на** 395 791 (26,39% выпуска)**

Параметры:

•  объем выпуска – 1.5 млрд рублей
•  срок – 5 лет
•  ставка – 33% годовых
•  выплата – ежемесячно
•  доступно для неквалов
•  объем покупки на первичном размещении – любой
•  брокеры для первичной покупки – ФИНАМ, ВТБ, Альфа

[Подробнее](https://rusbonds.ru/bonds/238999/)

• Ойл Ресурс Групп прошлой весной успешно провел дебютное размещение облигаций на 1 млрд рублей, которое было распродано за три недели и вошло в топ-5 по объему торгов на рынке.

• EBITDA – 400 млн руб., рентабельность – 2.6%. Это выше, чем в среднем по отрасли в 2.0%.","['ROSN', 'VTBR']",[],"['ROSN', 'VTBR']",False,ROSN,Роснефть,нефть,industry,"ОЙЛ РЕСУРС ГРУПП НОВЫЙ ВЫПУСК ОБЛИГАЦИЙ Ойл Ресурс Групп российская нефтяная компания, занимается оптовыми поставками нефти и нефтепродуктов. Всего за несколько лет благодаря внедрению современных цифровых технологий компания нарастила свои обороты с 3 тыс. тонн в 2014 году до 360 тыс. тонн за 9 месяцев 2024 года. Сегодня Ойл Ресурс Групп предлагает бензин, дизельное топливо, мазут, авиатопливо и современные нефтехимические продукты. В ноябре 2024 года Национальное Рейтинговое Агентство повысило кредитный рейтинг компании до уровня BВru, прогноз стабильный. Ойл Ресурс Групп оптовый поставщик нефти и нефтепродуктов как на внутреннем рынке, так и на экспорт. У компании есть доступ к большим запасам углеводородов, собственный автопарк, она активно цифровизирует свою деятельность и внедряет современные технологии. Нефтяная компания Ойл Ресурс Групп вышла зимой 2024 года с новым выпуском облигаций. На данный момент продано на 395 791 (26,39 выпуска) Параметры: объем выпуска 1.5 млрд рублей срок 5 лет ставка 33 годовых выплата ежемесячно доступно для неквалов объем покупки на первичном размещении любой брокеры для первичной покупки ФИНАМ, ВТБ, Альфа Подробнее( Ойл Ресурс Групп прошлой весной успешно провел дебютное размещение облигаций на 1 млрд рублей, которое было распродано за три недели и вошло в топ-5 по объему торгов на рынке. EBITDA 400 млн руб., рентабельность 2.6. Это выше, чем в среднем по отрасли в 2.0.",0.0,0.0,1.0,0.0,neutral
51478,2025-01-26,"**Студенческий портфель MOEX*:**

● Сбербанк
● Роснефть
● Газпром
● ВТБ
● Лукойл
● Новатэк
● Татнефть
● ММК
● Яндекс
● Мосбиржа

[t.me](https://t.me/MoscowExchangeOfficial/3218)
__* топ акций в портфеле российских студентов__","['LKOH', 'TATN', 'VTBR', 'ROSN', 'MAGN', 'NVTK']",[],"['LKOH', 'MAGN', 'NVTK', 'ROSN', 'TATN', 'VTBR']",False,ROSN,Роснефть,нефть,industry,Студенческий портфель MOEX: Сбербанк Роснефть Газпром ВТБ Лукойл Новатэк Татнефть ММК Яндекс Мосбиржа t.me( топ акций в портфеле российских студентов,0.0,0.0,1.0,0.0,neutral
51493,2025-01-27,"В Сербии заявили, что не будут отнимать у России ""Нефтяную индустрию Сербии""*

[ria.ru](https://ria.ru/20250126/belgrad-1995554899.html)
__*Сербская нефтяная компания, 56.15% которой принадлежит Газпрому__",['ROSN'],[],['ROSN'],False,ROSN,Роснефть,нефть,industry,"В Сербии заявили, что не будут отнимать у России ""Нефтяную индустрию Сербии"" ria.ru( Сербская нефтяная компания, 56.15 которой принадлежит Газпрому",0.0,0.0,1.0,0.0,neutral
68148,2025-02-11,"#ROSN
**Пожар на Территории Саратовского НПЗ Роснефти 11 февраля, завод приостановил работу **— СМИ",['ROSN'],['ROSN'],[],False,ROSN,Роснефть,нефть,company_specific,"ROSN Пожар на Территории Саратовского НПЗ Роснефти 11 февраля, завод приостановил работу СМИ",0.0,0.0,1.0,0.0,neutral
