id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text
64213,2024-08-29 10:33:37+00:00,"#RUAL #Бонды
Русал 12 сентября проведет сбор заявок на два выпуска бондов с привязкой к ключевой ставке общим объемом от 20 млрд руб — Интерфакс",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,RUAL Бонды Русал 12 сентября проведет сбор заявок на два выпуска бондов с привязкой к ключевой ставке общим объемом от 20 млрд руб Интерфакс
64235,2024-08-29 13:48:33+00:00,"#RUAL [ОК РУСАЛ](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share)
💰 **Созыв общего собрания акционеров**

Повестка дня общего собрания участников эмитента:
1. Выплата дивидендов по результатам первого полугодия 2024 года.

👉 [Полный текст сообщения](https://www.e-disclosure.ru/portal/event.aspx?EventId=XDU2jDROU0KfAcsTu498Sg-B-B)

**Замечено  Шпионом РЦБ.**
**Подключить:** @StockSpy_bot",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,RUAL ОК РУСАЛ( Созыв общего собрания акционеров Повестка дня общего собрания участников эмитента: 1. Выплата дивидендов по результатам первого полугодия 2024 года. Полный текст сообщения( Замечено Шпионом РЦБ. Подключить: StockSpy_bot
64380,2024-09-04 15:49:00+00:00,"#RUAL
Экспорт Русалом алюминия за 8 месяцев снизился на 6.5% г/г - данные РЖД",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,RUAL Экспорт Русалом алюминия за 8 месяцев снизился на 6.5 гг - данные РЖД
64437,2024-09-06 07:02:31+00:00,"#ENPG #GMKN #RUAL
**Совет директоров Русала рекомендовал не выплачивать дивиденды за I полугодие**
Совет директоров ""Русала"" рекомендовал не выплачивать дивиденды по результатам первого полугодия 2024 года, говорится в сообщении компании.

[ENPG](https://www.tinkoff.ru/invest/stocks/ENPG?utm_source=security_share) 313.35₽
[GMKN](https://www.tinkoff.ru/invest/stocks/GMKN?utm_source=security_share) 104.88₽
[RUAL](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share) 30.595₽

👉[Полная новость](http://telegra.ph/Sovet-direktorov-Rusala-rekomendoval-ne-vyplachivat-dividendy-za-I-polugodie-09-06)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot","['RUAL', 'GMKN']","['GMKN', 'RUAL']",['RUAL'],False,RUAL,Русал,металлургия,company_specific,"ENPG GMKN RUAL Совет директоров Русала рекомендовал не выплачивать дивиденды за I полугодие Совет директоров ""Русала"" рекомендовал не выплачивать дивиденды по результатам первого полугодия 2024 года, говорится в сообщении компании. ENPG( 313.35 GMKN( 104.88 RUAL( 30.595 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot"
64447,2024-09-06 10:30:09+00:00,"#RUAL
⚡️ **Предложение провести buyback представят совету директоров Русала в ноябре**",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,RUAL Предложение провести buyback представят совету директоров Русала в ноябре
64799,2024-09-24 08:24:25+00:00,"**©️ ИДЕЯ ©️**
**⭐️ Норникель ⭐️
Тикер: **GMKN**
Цель: **116.5 руб. (+4%)**
Срок:** 2 недели**
Текущая цена: **112 руб.**
**
**🧠 Мозговой Центр Сигналов открывает лонг в акциях Норникеля, **ожидаем роста цен на корзину металлов компании.

[Новые меры по стимулированию экономики Китая](https://t.me/AK47pfl/18527) могут поддержать корзину металлов Норникеля: никель, палладий и платину. 

За время коррекции на Мосбирже в августе-сентября расхождение акций Норникеля по сравнению с группой металлов достигло почти 30% — максимальное значение с начала года.

Дальнейшее снижение ставки ФРС и другими ЦБ развитых стран, новые стимулы от Китая — все это может оказать поддержку металлам Норникеля. На этом фоне акции Норникеля могут перейти к сокращению расхождения с ценами на металлы, отмечает Мозговой Центр Сигналов.

#Идея  #GMKN
[Дисклеймер](https://t.me/cbrstocks/5296) @cbrstocks","['RUAL', 'GMKN']",['GMKN'],"['GMKN', 'RUAL']",True,RUAL,Русал,металлургия,industry,"ИДЕЯ Норникель Тикер: GMKN Цель: 116.5 руб. (4) Срок: 2 недели Текущая цена: 112 руб. Мозговой Центр Сигналов открывает лонг в акциях Норникеля, ожидаем роста цен на корзину металлов компании. Новые меры по стимулированию экономики Китая( могут поддержать корзину металлов Норникеля: никель, палладий и платину. За время коррекции на Мосбирже в августе-сентября расхождение акций Норникеля по сравнению с группой металлов достигло почти 30 максимальное значение с начала года. Дальнейшее снижение ставки ФРС и другими ЦБ развитых стран, новые стимулы от Китая все это может оказать поддержку металлам Норникеля. На этом фоне акции Норникеля могут перейти к сокращению расхождения с ценами на металлы, отмечает Мозговой Центр Сигналов. Идея GMKN Дисклеймер( cbrstocks"
64972,2024-09-30 11:34:36+00:00,"#RUAL #Дивиденды
❌ Акционеры Русала утвердили невыплату дивидендов за 1П2024",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,RUAL Дивиденды Акционеры Русала утвердили невыплату дивидендов за 1П2024
65080,2024-10-03 07:34:24+00:00,"#MOEX
Мосбиржа начинает торги фьючерсами на цветные и промышленные металлы","['RUAL', 'GMKN']",[],"['GMKN', 'RUAL']",True,RUAL,Русал,металлургия,industry,MOEX Мосбиржа начинает торги фьючерсами на цветные и промышленные металлы
65119,2024-10-04 15:45:59+00:00,"#RUAL
Русал планирует расширение Богучанского алюминиевого завода к 2030 году, что удвоит его мощности почти до 600 тыс. тонн — правительство Красноярского края.",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,"RUAL Русал планирует расширение Богучанского алюминиевого завода к 2030 году, что удвоит его мощности почти до 600 тыс. тонн правительство Красноярского края."
65165,2024-10-08 05:25:03+00:00,"#RUAL
**Sual хочет заблокировать обратный выкуп акций UC Rusal** — Ведомости

Компания старается получить выгоду от своей доли актива в отсутствии дивидендных выплат.

Соответствующий вопрос совет директоров UC Rusal должен рассмотреть 8 октября.
Решение о проведении совета директоров было принято 4 октября, следует из данных UC Rusal, опубликованных 7 октября на портале раскрытия корпоративной информации «Интерфакса». Повестка грядущего заседания не публиковалась. ",['RUAL'],['RUAL'],[],False,RUAL,Русал,металлургия,company_specific,"RUAL Sual хочет заблокировать обратный выкуп акций UC Rusal Ведомости Компания старается получить выгоду от своей доли актива в отсутствии дивидендных выплат. Соответствующий вопрос совет директоров UC Rusal должен рассмотреть 8 октября. Решение о проведении совета директоров было принято 4 октября, следует из данных UC Rusal, опубликованных 7 октября на портале раскрытия корпоративной информации Интерфакса. Повестка грядущего заседания не публиковалась."
65206,2024-10-09 05:55:18+00:00,"#RUAL 
Русал изучает возможность buyback на сумму до 15 млрд рублей (3% капитала) — Интерфакс

""**Выкуп акций может состояться, а может и не состояться** и подлежит, среди прочего, дальнейшему рассмотрению и одобрению советом директоров, соблюдению применимых положений, включая правила листинга, а также правила и положения Российской Федерации, одобрению акционеров и других государственных органов, согласия или одобрения кредиторов и регулирующих органов. В настоящее время нет уверенности в том, что необходимое одобрение(я) может быть получено, и, если существуют условия, налагаемые соответствующими регулирующими органами, такие условия могут быть выполнены"", - компания",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,"RUAL Русал изучает возможность buyback на сумму до 15 млрд рублей (3 капитала) Интерфакс ""Выкуп акций может состояться, а может и не состояться и подлежит, среди прочего, дальнейшему рассмотрению и одобрению советом директоров, соблюдению применимых положений, включая правила листинга, а также правила и положения Российской Федерации, одобрению акционеров и других государственных органов, согласия или одобрения кредиторов и регулирующих органов. В настоящее время нет уверенности в том, что необходимое одобрение(я) может быть получено, и, если существуют условия, налагаемые соответствующими регулирующими органами, такие условия могут быть выполнены"", - компания"
65239,2024-10-09 14:53:41+00:00,"#RUAL #Аналитика**
В акциях Русала преобладает продавец**

❗️ Высокая вероятность, что в ближайшие месяцы акция не будет стоить дороже 35.8-36 рублей   

После импульсного роста с 30 рублей до 34-35 акция встала в боковик. Именно в этом боковике аккумулируются продажи почти на 500 млн рублей за последние две недели. 

🧠 Идеальный сценарий: сформировать ложный пробой верхней границы и достигнуть уровня 35.8. Важно при этом следить за дельтой в моменте. Необходимо чтобы накопленная с 25 сентября дельта была отрицательной у верхней границы.

[👉 Следить за дельтой](https://t.me/stockspy_bot)",['RUAL'],['RUAL'],['RUAL'],True,RUAL,Русал,металлургия,company_specific,"RUAL Аналитика В акциях Русала преобладает продавец Высокая вероятность, что в ближайшие месяцы акция не будет стоить дороже 35.8-36 рублей После импульсного роста с 30 рублей до 34-35 акция встала в боковик. Именно в этом боковике аккумулируются продажи почти на 500 млн рублей за последние две недели. Идеальный сценарий: сформировать ложный пробой верхней границы и достигнуть уровня 35.8. Важно при этом следить за дельтой в моменте. Необходимо чтобы накопленная с 25 сентября дельта была отрицательной у верхней границы. Следить за дельтой("
65631,2024-10-23 10:34:07+00:00,"#RUAL #GMKN #ENPG
Акции EN+  необоснованно отстали от акций Русала и Норникеля, считает Мозговой центр Сигналов РЦБ. EN+ принадлежит 56.8% в Русале, а Русалу принадлежит 26.3% в Норникеле. 
__
На графике динамика за 5 торговых дней__

__486 — акции Русала в Гонконге__","['RUAL', 'GMKN']","['RUAL', 'GMKN']",['RUAL'],True,RUAL,Русал,металлургия,company_specific,"RUAL GMKN ENPG Акции EN необоснованно отстали от акций Русала и Норникеля, считает Мозговой центр Сигналов РЦБ. EN принадлежит 56.8 в Русале, а Русалу принадлежит 26.3 в Норникеле. __ На графике динамика за 5 торговых дней__ 486 акции Русала в Гонконге"
65823,2024-10-29 11:46:48+00:00,"#RUAL #Отчетность
**🖨**** Русал: РСБУ 9мес2024**

Выручка: 5.243 млрд руб (+527% г/г)
Прибыль от продаж: 3.07 млрд руб (годом ранее убыток 1.37 млрд)
Чистая прибыль: 0.117 млрд руб (-95% г/г)",['RUAL'],['RUAL'],['RUAL'],True,RUAL,Русал,металлургия,company_specific,RUAL Отчетность Русал: РСБУ 9мес2024 Выручка: 5.243 млрд руб (527 гг) Прибыль от продаж: 3.07 млрд руб (годом ранее убыток 1.37 млрд) Чистая прибыль: 0.117 млрд руб (-95 гг)
65920,2024-10-31 13:03:47+00:00,"#Металлурги
**Кабмин уменьшит платежи по НДПИ для ряда металлургов**

Платежи по налогу на добычу полезных ископаемых (НДПИ) для компаний, выпускающих металлы для высокотехнологичных отраслей, будут уменьшены. Они будут применять единую ставку налога в 6%, сообщил премьер-министр РФ Михаил Мишустин.","['RUAL', 'GMKN']",[],"['GMKN', 'RUAL']",False,RUAL,Русал,металлургия,industry,"Металлурги Кабмин уменьшит платежи по НДПИ для ряда металлургов Платежи по налогу на добычу полезных ископаемых (НДПИ) для компаний, выпускающих металлы для высокотехнологичных отраслей, будут уменьшены. Они будут применять единую ставку налога в 6, сообщил премьер-министр РФ Михаил Мишустин."
66438,2024-11-25 07:18:16+00:00,"#RUAL
РУСАЛ ПРИНЯЛ РЕШЕНИЕ ОПТИМИЗИРОВАТЬ МОЩНОСТИ, ПЕРВЫЙ ЭТАП ПРОГРАММЫ ПРЕДУСМАТРИВАЕТ СОКРАЩЕНИЕ ПРОИЗВОДСТВА АЛЮМИНИЯ НА 250 ТЫС. Т - РЕЛИЗ


[RUAL](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share) 37.225₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,"RUAL РУСАЛ ПРИНЯЛ РЕШЕНИЕ ОПТИМИЗИРОВАТЬ МОЩНОСТИ, ПЕРВЫЙ ЭТАП ПРОГРАММЫ ПРЕДУСМАТРИВАЕТ СОКРАЩЕНИЕ ПРОИЗВОДСТВА АЛЮМИНИЯ НА 250 ТЫС. Т - РЕЛИЗ RUAL( 37.225 Замечено Шпионом РЦБ. Подключить: StockSpy_bot"
66791,2024-12-05 10:54:01+00:00,"#GMKN #RUAL
ИНТЕРРОС О ВОЗРАЖЕНИЯХ НА ИСК ""РУСАЛА"" В ЛОНДОНЕ: СЧИТАЕМ ОБВИНЕНИЯ НЕОБОСНОВАННЫМИ, ИХ ЦЕЛЬ - МАКСИМИЗАЦИЯ ДИВИДЕНДОВ В УЩЕРБ ФИНУСТОЙЧИВОСТИ ""НОРНИКЕЛЯ""


[GMKN](https://www.tinkoff.ru/invest/stocks/GMKN?utm_source=security_share) 104.62₽
[RUAL](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share) 32.6₽

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot","['RUAL', 'GMKN']","['GMKN', 'RUAL']",['RUAL'],False,RUAL,Русал,металлургия,company_specific,"GMKN RUAL ИНТЕРРОС О ВОЗРАЖЕНИЯХ НА ИСК ""РУСАЛА"" В ЛОНДОНЕ: СЧИТАЕМ ОБВИНЕНИЯ НЕОБОСНОВАННЫМИ, ИХ ЦЕЛЬ - МАКСИМИЗАЦИЯ ДИВИДЕНДОВ В УЩЕРБ ФИНУСТОЙЧИВОСТИ ""НОРНИКЕЛЯ"" GMKN( 104.62 RUAL( 32.6 Замечено Шпионом РЦБ. Подключить: StockSpy_bot"
67007,2024-12-12 11:26:04+00:00,"#RUAL
**Обрушение породы произошло на уральской шахте Русала, работа аварийного участка остановлена**
Обрушение горных пород произошло в четверг на шахте Ново-Кальинская АО ""Североуральский бокситовый рудник"" (СУБР, входит в ОК ""Русал"" ), в результате которого погиб рабочий, сообщает пресс-служба прокуратуры Свердловской области.

[RUAL](https://www.tinkoff.ru/invest/stocks/RUAL?utm_source=security_share) 32.045₽

👉[Полная новость](http://telegra.ph/Obrushenie-porody-proizoshlo-na-uralskoj-shahte-Rusala-rabota-avarijnogo-uchastka-ostanovlena-12-12-3)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,"RUAL Обрушение породы произошло на уральской шахте Русала, работа аварийного участка остановлена Обрушение горных пород произошло в четверг на шахте Ново-Кальинская АО ""Североуральский бокситовый рудник"" (СУБР, входит в ОК ""Русал"" ), в результате которого погиб рабочий, сообщает пресс-служба прокуратуры Свердловской области. RUAL( 32.045 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot"
67232,2024-12-23 09:53:46+00:00,"#RUAL #Уголь
**🇨🇳**** Угольные компании и Русал сталкиваются с препятствиями при поставках на восток** — Bloomberg

Россия сталкивается с растущими трудностями при доставке товаров в Китай по своей восточной железнодорожной сети.

РЖД на прошлой неделе утвердил сокращение своей инвестиционной программы на 30% на следующий год на фоне роста стоимости кредитов.

Несколько угольных компаний не могут осуществлять поставки в соответствии с первоначальными планами из-за проблем с железнодорожным сообщением. 

Объединенная компания Rusal International PJSC, крупнейший производитель алюминия за пределами Китая, накопила несколько сотен тысяч тонн запасов на своих алюминиевых заводах в Сибири, поскольку ограниченные железнодорожные мощности не позволяют своевременно отгружать металл, сообщают источники Bloomberg.",['RUAL'],['RUAL'],['RUAL'],False,RUAL,Русал,металлургия,company_specific,"RUAL Уголь Угольные компании и Русал сталкиваются с препятствиями при поставках на восток Bloomberg Россия сталкивается с растущими трудностями при доставке товаров в Китай по своей восточной железнодорожной сети. РЖД на прошлой неделе утвердил сокращение своей инвестиционной программы на 30 на следующий год на фоне роста стоимости кредитов. Несколько угольных компаний не могут осуществлять поставки в соответствии с первоначальными планами из-за проблем с железнодорожным сообщением. Объединенная компания Rusal International PJSC, крупнейший производитель алюминия за пределами Китая, накопила несколько сотен тысяч тонн запасов на своих алюминиевых заводах в Сибири, поскольку ограниченные железнодорожные мощности не позволяют своевременно отгружать металл, сообщают источники Bloomberg."
67520,2025-01-15 08:03:28+00:00,"#Санкции
**ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия** — [Bloomberg](https://www.bloomberg.com/news/articles/2025-01-14/eu-considers-gradual-ban-on-russian-lng-and-aluminum?srnd=homepage-europe)

Меры станут частью 16-го пакета санкций блока.  Как ожидается, новый пакет санкций включит:

**• Запрет на поставку СПГ из России.** Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. #NVTK
**• Ограничения на поставки алюминия.** Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены #RUAL
**• Ограничения для предполагаемого теневого флота РФ**. Под санкции попадут десятки судов, перевозящих нефть. #FLOT

Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. 

По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций.

Основные покупатели российского СПГ в Европе — Испания, Бельгия и Франция — вряд ли будут выступать против санкций в отношении РФ.","['NVTK', 'GAZP', 'ROSN', 'SIBN', 'LKOH', 'RUAL', 'SNGS', 'TATN']","['NVTK', 'RUAL']","['GAZP', 'LKOH', 'ROSN', 'TATN', 'SNGS', 'NVTK', 'SIBN']",False,RUAL,Русал,металлургия,company_specific,"Санкции ЕС рассматривает возможность постепенного запрета российского СПГ и алюминия Bloomberg( Меры станут частью 16-го пакета санкций блока. Как ожидается, новый пакет санкций включит: Запрет на поставку СПГ из России. Мера может быть реализована в виде санкций или дорожной карты, которую ЕС должен представить в феврале. NVTK Ограничения на поставки алюминия. Меры будут приниматься постепенно, а временные рамки и масштабы ограничений еще не определены RUAL Ограничения для предполагаемого теневого флота РФ. Под санкции попадут десятки судов, перевозящих нефть. FLOT Санкции против СПГ могут привести к расторжению контрактов с российскими поставщиками. По словам европейских чиновников, запрет на СПГ из РФ осуществить проще, чем запрет на трубопроводный газ. Группа стран, включая Венгрию и Словакию все еще зависят от Газпрома и блокируют расширение санкций. Основные покупатели российского СПГ в Европе Испания, Бельгия и Франция вряд ли будут выступать против санкций в отношении РФ."
