secid,boardid,name,tradedate,price,price_open,price_low,price_high,price_waprice,volume,value,yield,yield_atwap,maturity_date,duration,offer_date,accint,coupon_percent,coupon_value,face_value,face_unit,board_group,date
RU000A105EW9,TQOY,Сегежа3P1R,2024-01-03,83.0001,81.0,80.0017,83.8985,82.6685,183,151142.21,15.81,16.07,2037-10-22,21.27,2025-11-06,6.25,4.15,10.35,1000.0,CNY,245,2024-01-03
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-01-03,97.7888,97.7887,97.7887,97.7888,97.7887,15,14668.31,4.51,4.51,2025-12-11,22.83,,1.78,3.25,16.21,1000.0,CNY,245,2024-01-03
RU000A105N25,TQIY,БДеньг-Ю01,2024-01-03,98.7499,99.4773,98.1762,99.7897,98.6132,567,55902.34,8.96,9.02,2026-06-03,26.5,,0.39,8.0,0.66,100.0,CNY,245,2024-01-03
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-01-03,99.25,99.25,99.0711,99.25,99.1583,222,220203.13,5.38,5.43,2026-03-24,25.4,,13.43,4.95,24.68,1000.0,CNY,245,2024-01-03
RU000A1061L9,TQOY,ЮГК 1P2,2024-01-03,100.1001,100.1,100.002,101.1989,100.6303,66,66428.27,5.48,5.02,2025-04-01,14.47,,13.86,5.5,27.42,1000.0,CNY,245,2024-01-03
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-01-03,99.9997,99.8,99.8,99.9997,99.8891,58,57931.29,5.83,5.88,2026-04-14,25.9,,12.29,5.75,28.67,1000.0,CNY,245,2024-01-03
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-01-03,100.7,100.6746,100.3,100.7999,100.6768,154,155042.25,6.47,6.48,2026-05-08,26.43,,9.91,6.7,33.41,1000.0,CNY,245,2024-01-03
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-01-04,99.99,101.12,99.99,101.12,100.02,14820,1482366.48,15.08,15.07,2025-12-26,21.27,,0.3222,14.5,3.63,100.0,RUB,58,2024-01-04
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-01-04,96.45,96.45,96.45,96.45,96.45,113,108988.5,13.09,13.09,2032-02-17,13.1,,32.54,9.28,46.27,1000.0,RUB,58,2024-01-04
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-01-04,95.61,97.93,95.61,97.93,96.65,132,127575.4,12.24,11.71,2032-06-25,27.57,,48.6,9.8,48.87,1000.0,RUB,58,2024-01-04
RU000A0JTU85,TQCB,РЖД-28 обл,2024-01-04,98.53,98.53,98.53,98.53,98.53,22,21676.6,14.08,14.08,2028-03-21,2.7,2024-03-29,18.63,6.8,33.91,1000.0,RUB,58,2024-01-04
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-01-04,96.41,94.24,94.14,97.5,96.54,109,105224.2,11.57,11.39,2028-11-07,10.2,2024-11-15,9.43,6.75,33.66,1000.0,RUB,58,2024-01-04
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-01-04,100.11,100.12,100.0,100.12,100.09,247,247230.6,14.41,14.43,2025-03-06,13.23,,10.59,13.8,34.41,1000.0,RUB,58,2024-01-04
RU000A105104,TQOY,РУСАЛ БО05,2024-01-04,98.8214,98.7216,98.52,98.9989,98.7684,65,64206.66,6.16,6.27,2027-07-28,6.67,2024-08-05,16.56,3.9,19.45,1000.0,CNY,245,2024-01-04
RU000A105112,TQOY,РУСАЛ БО06,2024-01-04,98.5,98.3628,98.3628,98.9366,98.8375,36,35549.87,6.78,6.13,2027-07-28,6.67,2024-08-05,16.56,3.9,19.45,1000.0,CNY,245,2024-01-04
RU000A1054W1,TQOY,Полюс Б1P2,2024-01-04,94.2331,94.33,94.2,94.33,94.3945,434,409160.87,5.66,5.6,2027-08-24,40.93,,13.33,3.8,18.95,1000.0,CNY,245,2024-01-04
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-01-04,93.505,93.5002,93.5002,93.7,93.9325,71,66477.4,5.79,5.65,2027-09-10,41.77,,2.03,3.7,9.22,1000.0,CNY,245,2024-01-04
RU000A1057S2,TQOY,Роснфт2P12,2024-01-04,98.5,98.77,98.5,98.7899,98.6537,92,90761.42,5.35,5.12,2032-09-07,8.3,2024-09-20,8.94,3.05,15.21,1000.0,CNY,245,2024-01-04
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-01-04,97.7962,97.2513,97.2513,97.7965,97.7189,20,19543.76,5.61,5.68,2025-04-24,15.37,,7.19,3.75,18.7,1000.0,CNY,245,2024-01-04
RU000A105EW9,TQOY,Сегежа3P1R,2024-01-04,84.88,81.51,81.5098,84.88,84.3113,99,83360.94,14.35,14.79,2037-10-22,21.27,2025-11-06,6.37,4.15,10.35,1000.0,CNY,245,2024-01-04
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-01-04,97.788,97.7888,97.788,97.7888,97.7884,2,1955.77,4.51,4.51,2025-12-11,22.83,,1.87,3.25,16.21,1000.0,CNY,245,2024-01-04
RU000A105N25,TQIY,БДеньг-Ю01,2024-01-04,98.8488,98.7499,98.51,99.4799,98.6626,261,25798.26,8.91,9.0,2026-06-03,26.5,,0.42,8.0,0.66,100.0,CNY,245,2024-01-04
RU000A1060Q0,TQOY,СКФ 1Р1CNY,2024-01-04,99.25,99.2499,99.05,99.25,99.5555,143,141862.82,5.38,5.23,2026-03-24,25.4,,13.56,4.95,24.68,1000.0,CNY,245,2024-01-04
RU000A1061L9,TQOY,ЮГК 1P2,2024-01-04,100.7,100.0401,100.04,100.7,101.0178,37,37138.22,4.96,4.68,2025-04-01,14.47,,14.01,5.5,27.42,1000.0,CNY,245,2024-01-04
RU000A1071S3,TQOY,МЕТАЛИН1P5,2024-01-04,100.0198,99.9997,99.9103,100.0198,100.0584,110,109994.89,5.82,5.8,2026-04-14,25.9,,12.45,5.75,28.67,1000.0,CNY,245,2024-01-04
RU000A1076U8,TQOY,РУСАЛ 1Р5,2024-01-04,100.8351,100.3002,100.2,101.4883,100.9186,139,140276.87,6.4,6.36,2026-05-08,26.43,,10.1,6.7,33.41,1000.0,CNY,245,2024-01-04
KG000A3LSJ06,TQCB,Кыргыз. 02,2024-01-05,100.0,101.12,99.99,101.12,100.02,21732,2173528.18,15.08,15.06,2025-12-26,21.17,,0.3625,14.5,3.63,100.0,RUB,58,2024-01-05
RU000A0JS4Z7,TQCB,ВЭБ.РФ 21,2024-01-05,96.88,96.88,96.88,96.88,96.88,1,968.8,12.66,12.66,2032-02-17,13.0,,32.8,9.28,46.27,1000.0,RUB,58,2024-01-05
RU000A0JSGV0,TQCB,РЖД-32 обл,2024-01-05,95.3,96.66,95.3,97.84,95.87,189,181199.4,12.41,12.11,2032-06-25,27.47,,0.0,9.8,48.87,1000.0,RUB,58,2024-01-05
RU000A0JTU85,TQCB,РЖД-28 обл,2024-01-05,98.71,98.71,98.24,99.5,98.54,77,75879.0,13.41,14.31,2028-03-21,2.6,2024-03-29,18.82,6.8,33.91,1000.0,RUB,58,2024-01-05
RU000A0JUAH8,TQCB,РЖД-30 обл,2024-01-05,96.2,93.37,93.37,97.07,96.4,529,509953.2,11.9,11.62,2028-11-07,10.1,2024-11-15,9.62,6.75,33.66,1000.0,RUB,58,2024-01-05
RU000A0JVA10,TQCB,ГТЛК БО-04,2024-01-05,100.15,100.12,100.12,100.18,100.15,72,72105.3,14.36,14.36,2025-03-06,13.13,,10.96,13.8,34.41,1000.0,RUB,58,2024-01-05
RU000A105104,TQOY,РУСАЛ БО05,2024-01-05,98.1103,98.98,98.1103,98.98,98.5758,415,409039.5,7.54,6.64,2027-07-28,6.67,2024-08-05,16.67,3.9,19.45,1000.0,CNY,245,2024-01-05
RU000A105112,TQOY,РУСАЛ БО06,2024-01-05,98.9591,98.7997,98.79,98.9593,98.8776,35,34607.18,5.9,6.06,2027-07-28,6.67,2024-08-05,16.67,3.9,19.45,1000.0,CNY,245,2024-01-05
RU000A1054W1,TQOY,Полюс Б1P2,2024-01-05,94.3,94.2331,94.22,94.3,94.4075,197,185734.47,5.63,5.6,2027-08-24,40.93,,13.43,3.8,18.95,1000.0,CNY,245,2024-01-05
RU000A1057D4,TQOY,МЕТАЛИН1P2,2024-01-05,93.6995,93.7,93.5002,93.7,93.6746,576,539255.83,5.73,5.74,2027-09-10,41.73,,2.13,3.7,9.22,1000.0,CNY,245,2024-01-05
RU000A1057S2,TQOY,Роснфт2P12,2024-01-05,98.7974,98.5006,98.5005,98.8398,98.5909,212,209012.69,4.89,5.21,2032-09-07,8.3,2024-09-20,9.02,3.05,15.21,1000.0,CNY,245,2024-01-05
RU000A105C44,TQOY,РУСАЛ 1Р1,2024-01-05,97.97,97.4006,97.4006,97.97,97.7606,32,31283.41,5.47,5.65,2025-04-24,15.37,,7.29,3.75,18.7,1000.0,CNY,245,2024-01-05
RU000A105EW9,TQOY,Сегежа3P1R,2024-01-05,85.6201,85.0,83.918,86.1999,85.6495,227,194437.98,13.79,13.77,2037-10-22,21.3,2025-11-06,6.48,4.15,10.35,1000.0,CNY,245,2024-01-05
RU000A105M75,TQOY,МЕТАЛИН1P3,2024-01-05,97.7887,97.7888,97.7885,97.7888,97.7886,27,26402.94,4.51,4.51,2025-12-11,22.83,,1.96,3.25,16.21,1000.0,CNY,245,2024-01-05
RU000A105N25,TQIY,БДеньг-Ю01,2024-01-05,99.0,98.92,98.9199,99.3,99.0301,196,19407.57,8.83,8.81,2026-06-03,26.5,,0.44,8.0,0.66,100.0,CNY,245,2024-01-05
